	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0017683	g9093.t1			
OG0017684	g9123.t1			
OG0017685	g9138.t1			
OG0017686	g9144.t1			
OG0017687	g9147.t1			
OG0017688	g9154.t1			
OG0017689	g9155.t1			
OG0017690	g9174.t1			
OG0017691	g9179.t1			
OG0017692	g9180.t1			
OG0017693	g9181.t1			
OG0017694	g9184.t1			
OG0017695	g9190.t1			
OG0017696	g9194.t1			
OG0017697	g9196.t1			
OG0017698	g9199.t1			
OG0017699	g9200.t1			
OG0017700	g9210.t1			
OG0017701	g9220.t1			
OG0017702	g9228.t1			
OG0017703	g9246.t1			
OG0017704	g9247.t1			
OG0017705	g9254.t1			
OG0017706	g9266.t1			
OG0017707	g9289.t1			
OG0017708	g9290.t1			
OG0017709	g9295.t1			
OG0017710	g9308.t1			
OG0017711	g9310.t1			
OG0017712	g9318.t1			
OG0017713	g9338.t1			
OG0017714	g9344.t1			
OG0017715	g9363.t1			
OG0017716	g9365.t1			
OG0017717	g9371.t1			
OG0017718	g9373.t1			
OG0017719	g9388.t1			
OG0017720	g9399.t1			
OG0017721	g9416.t1			
OG0017722	g9429.t1			
OG0017723	g9453.t1			
OG0017724	g9457.t1			
OG0017725	g9458.t1			
OG0017726	g9483.t1			
OG0017727	g9514.t1			
OG0017728	g9524.t1			
OG0017729	g9527.t1			
OG0017730	g9532.t1			
OG0017731	g9542.t1			
OG0017732	g9559.t1			
OG0017733	g9570.t1			
OG0017734	g9586.t1			
OG0017735	g9587.t1			
OG0017736	g9613.t1			
OG0017737	g9617.t1			
OG0017738	g9618.t1			
OG0017739	g9620.t1			
OG0017740	g9666.t1			
OG0017741	g9673.t1			
OG0017742	g9680.t1			
OG0017743	g9685.t1			
OG0017744	g9696.t1			
OG0017745	g9702.t1			
OG0017746	g9715.t1			
OG0017747	g9720.t1			
OG0017748	g9722.t1			
OG0017749	g9727.t1			
OG0017750	g9730.t1			
OG0017751	g9743.t1			
OG0017752	g9760.t1			
OG0017753	g9765.t1			
OG0017754	g9771.t1			
OG0017755	g9775.t1			
OG0017756	g9776.t1			
OG0017757	g9781.t1			
OG0017758	g9797.t1			
OG0017759	g9806.t1			
OG0017760	g9811.t1			
OG0017761	g9841.t1			
OG0017762	g9843.t1			
OG0017763	g9846.t1			
OG0017764	g9853.t1			
OG0017765	g9860.t1			
OG0017766	g9871.t1			
OG0017767	g9879.t1			
OG0017768	g9880.t1			
OG0017769	g9882.t1			
OG0017770	g9914.t1			
OG0017771	g9931.t1			
OG0017772	g9933.t1			
OG0017773	g9934.t1			
OG0017774	g9937.t1			
OG0017775	g9940.t1			
OG0017776	g9966.t1			
OG0017777	g9977.t1			
OG0017778	g9978.t1			
OG0017779	g9987.t1			
OG0017780	g9989.t1			
OG0017781	g10009.t1			
OG0017782	g10035.t1			
OG0017783	g10041.t1			
OG0017784	g10046.t1			
OG0017785	g10051.t1			
OG0017786	g10077.t1			
OG0017787	g10089.t1			
OG0017788	g10102.t1			
OG0017789	g10109.t1			
OG0017790	g10120.t1			
OG0017791	g10124.t1			
OG0017792	g10131.t1			
OG0017793	g10136.t1			
OG0017794	g10147.t1			
OG0017795	g10158.t1			
OG0017796	g10183.t1			
OG0017797	g10194.t1			
OG0017798	g10197.t1			
OG0017799	g10203.t1			
OG0017800	g10220.t1			
OG0017801	g10227.t1			
OG0017802	g10234.t1			
OG0017803	g10245.t1			
OG0017804	g10247.t1			
OG0017805	g10253.t1			
OG0017806	g10266.t1			
OG0017807	g10268.t1			
OG0017808	g10270.t1			
OG0017809	g10282.t1			
OG0017810	g10284.t1			
OG0017811	g10291.t1			
OG0017812	g10297.t1			
OG0017813	g10298.t1			
OG0017814	g10305.t1			
OG0017815	g10307.t1			
OG0017816	g10309.t1			
OG0017817	g10310.t1			
OG0017818	g10312.t1			
OG0017819	g10340.t1			
OG0017820	g10349.t1			
OG0017821	g10350.t1			
OG0017822	g10353.t1			
OG0017823	g10404.t1			
OG0017824	g10410.t1			
OG0017825	g10441.t1			
OG0017826	g10445.t1			
OG0017827	g10448.t1			
OG0017828	g10454.t1			
OG0017829	g10455.t1			
OG0017830	g10473.t1			
OG0017831	g10474.t1			
OG0017832	g10480.t1			
OG0017833	g10481.t1			
OG0017834	g10484.t1			
OG0017835	g10490.t1			
OG0017836	g10499.t1			
OG0017837	g10512.t1			
OG0017838	g10547.t1			
OG0017839	g10548.t1			
OG0017840	g10567.t1			
OG0017841	g10570.t1			
OG0017842	g10575.t1			
OG0017843	g10589.t1			
OG0017844	g10590.t1			
OG0017845	g10636.t1			
OG0017846	g10637.t1			
OG0017847	g10647.t1			
OG0017848	g10663.t1			
OG0017849	g10680.t1			
OG0017850	g10681.t1			
OG0017851	g10710.t1			
OG0017852	g10713.t1			
OG0017853	g10723.t1			
OG0017854	g10733.t1			
OG0017855	g10738.t1			
OG0017856	g10748.t1			
OG0017857	g10754.t1			
OG0017858	g10756.t1			
OG0017859	g10758.t1			
OG0017860	g10761.t1			
OG0017861	g10795.t1			
OG0017862	g10796.t1			
OG0017863	g10838.t1			
OG0017864	g10846.t1			
OG0017865	g10855.t1			
OG0017866	g10860.t1			
OG0017867	g10865.t1			
OG0017868	g10881.t1			
OG0017869	g10887.t1			
OG0017870	g10888.t1			
OG0017871	g10899.t1			
OG0017872	g10916.t1			
OG0017873	g10921.t1			
OG0017874	g10935.t1			
OG0017875	g10952.t1			
OG0017876	g10990.t1			
OG0017877	g10993.t1			
OG0017878	g10995.t1			
OG0017879	g11003.t1			
OG0017880	g11040.t1			
OG0017881	g11050.t1			
OG0017882	g11053.t1			
OG0017883	g11084.t1			
OG0017884	g11089.t1			
OG0017885	g11098.t1			
OG0017886	g11107.t1			
OG0017887	g11113.t1			
OG0017888	g11115.t1			
OG0017889	g11116.t1			
OG0017890	g11141.t1			
OG0017891	g11144.t1			
OG0017892	g11157.t1			
OG0017893	g11173.t1			
OG0017894	g11182.t1			
OG0017895	g11203.t1			
OG0017896	g11219.t1			
OG0017897	g11221.t1			
OG0017898	g11238.t1			
OG0017899	g11239.t1			
OG0017900	g11244.t1			
OG0017901	g11245.t1			
OG0017902	g11252.t1			
OG0017903	g11253.t1			
OG0017904	g11254.t1			
OG0017905	g11264.t1			
OG0017906	g11266.t1			
OG0017907	g11267.t1			
OG0017908	g11274.t1			
OG0017909	g11291.t1			
OG0017910	g11297.t1			
OG0017911	g11321.t1			
OG0017912	g11322.t1			
OG0017913	g11324.t1			
OG0017914	g11338.t1			
OG0017915	g11351.t1			
OG0017916	g11366.t1			
OG0017917	g11378.t1			
OG0017918	g11379.t1			
OG0017919	g11418.t1			
OG0017920	g11421.t1			
OG0017921	g11423.t1			
OG0017922	g11428.t1			
OG0017923	g11441.t1			
OG0017924	g11446.t1			
OG0017925	g11447.t1			
OG0017926	g11455.t1			
OG0017927	g11465.t1			
OG0017928	g11466.t1			
OG0017929	g11469.t1			
OG0017930	g11480.t1			
OG0017931	g11497.t1			
OG0017932	g11505.t1			
OG0017933	g11514.t1			
OG0017934	g11522.t1			
OG0017935	g11536.t1			
OG0017936	g11537.t1			
OG0017937	g11541.t1			
OG0017938	g11543.t1			
OG0017939	g11544.t1			
OG0017940	g11562.t1			
OG0017941	g11570.t1			
OG0017942	g11577.t1			
OG0017943	g11579.t1			
OG0017944	g11581.t1			
OG0017945	g11582.t1			
OG0017946	g11589.t1			
OG0017947	g11595.t1			
OG0017948	g11615.t1			
OG0017949	g11631.t1			
OG0017950	g11642.t1			
OG0017951	g11645.t1			
OG0017952	g11648.t1			
OG0017953	g11654.t1			
OG0017954	g11660.t1			
OG0017955	g11661.t1			
OG0017956	g11666.t1			
OG0017957	g11672.t1			
OG0017958	g11675.t1			
OG0017959	g11681.t1			
OG0017960	g11688.t1			
OG0017961	g11703.t1			
OG0017962	g11708.t1			
OG0017963	g11723.t1			
OG0017964	g11732.t1			
OG0017965	g11737.t1			
OG0017966	g11747.t1			
OG0017967	g11757.t1			
OG0017968	g11765.t1			
OG0017969	g11772.t1			
OG0017970	g11774.t1			
OG0017971	g11777.t1			
OG0017972	g11779.t1			
OG0017973	g11780.t1			
OG0017974	g11790.t1			
OG0017975	g11799.t1			
OG0017976	g11811.t1			
OG0017977	g11816.t1			
OG0017978	g11818.t1			
OG0017979	g11840.t1			
OG0017980	g11845.t1			
OG0017981	g11847.t1			
OG0017982	g11851.t1			
OG0017983	g11865.t1			
OG0017984	g11872.t1			
OG0017985	g11877.t1			
OG0017986	g11892.t1			
OG0017987	g11909.t1			
OG0017988	g11913.t1			
OG0017989	g11929.t1			
OG0017990	g11932.t1			
OG0017991	g11937.t1			
OG0017992	g11959.t1			
OG0017993	g11963.t1			
OG0017994	g11974.t1			
OG0017995	g12001.t1			
OG0017996	g12006.t1			
OG0017997	g12010.t1			
OG0017998	g12012.t1			
OG0017999	g12018.t1			
OG0018000	g12031.t1			
OG0018001	g12032.t1			
OG0018002	g12058.t1			
OG0018003	g12079.t1			
OG0018004	g12083.t1			
OG0018005	g12091.t1			
OG0018006	g12098.t1			
OG0018007	g12119.t1			
OG0018008	g12124.t1			
OG0018009	g12125.t1			
OG0018010	g12144.t1			
OG0018011	g12145.t1			
OG0018012	g12153.t1			
OG0018013	g12157.t1			
OG0018014	g12158.t1			
OG0018015	g12167.t1			
OG0018016	g12178.t1			
OG0018017	g12207.t1			
OG0018018	g12220.t1			
OG0018019	g12228.t1			
OG0018020	g12245.t1			
OG0018021	g12246.t1			
OG0018022	g12247.t1			
OG0018023	g12288.t1			
OG0018024	g12298.t1			
OG0018025	g12314.t1			
OG0018026	g12317.t1			
OG0018027	g12323.t1			
OG0018028	g12343.t1			
OG0018029	g12349.t1			
OG0018030	g12366.t1			
OG0018031	g12376.t1			
OG0018032	g12403.t1			
OG0018033	g12406.t1			
OG0018034	g12436.t1			
OG0018035	g12443.t1			
OG0018036	g12450.t1			
OG0018037	g12465.t1			
OG0018038	g12481.t1			
OG0018039	g12485.t1			
OG0018040	g12489.t1			
OG0018041	g12497.t1			
OG0018042	g12499.t1			
OG0018043	g12504.t1			
OG0018044	g12508.t1			
OG0018045	g12517.t1			
OG0018046	g12523.t1			
OG0018047	g12524.t1			
OG0018048	g12527.t1			
OG0018049	g12532.t1			
OG0018050	g12542.t1			
OG0018051	g12550.t1			
OG0018052	g12551.t1			
OG0018053	g12553.t1			
OG0018054	g12585.t1			
OG0018055	g12587.t1			
OG0018056	g12595.t1			
OG0018057	g12614.t1			
OG0018058	g12615.t1			
OG0018059	g12617.t1			
OG0018060	g12630.t1			
OG0018061	g12632.t1			
OG0018062	g12634.t1			
OG0018063	g12639.t1			
OG0018064	g12649.t1			
OG0018065	g12664.t1			
OG0018066	g12669.t1			
OG0018067	g12676.t1			
OG0018068	g12678.t1			
OG0018069	g12679.t1			
OG0018070	g12680.t1			
OG0018071	g12681.t1			
OG0018072	g12682.t1			
OG0018073	g12683.t1			
OG0018074	g12685.t1			
OG0018075	g12689.t1			
OG0018076	g12693.t1			
OG0018077	g12702.t1			
OG0018078	g12710.t1			
OG0018079	g12711.t1			
OG0018080	g12714.t1			
OG0018081	g12715.t1			
OG0018082	g12719.t1			
OG0018083	g12724.t1			
OG0018084	g12728.t1			
OG0018085	g12735.t1			
OG0018086	g12742.t1			
OG0018087	g12743.t1			
OG0018088	g12744.t1			
OG0018089	g12753.t1			
OG0018090	g12757.t1			
OG0018091	g12779.t1			
OG0018092	g12783.t1			
OG0018093	g12800.t1			
OG0018094	g12806.t1			
OG0018095	g12825.t1			
OG0018096	g12845.t1			
OG0018097	g12851.t1			
OG0018098	g12863.t1			
OG0018099	g12864.t1			
OG0018100	g12868.t1			
OG0018101	g12873.t1			
OG0018102	g12877.t1			
OG0018103	g12879.t1			
OG0018104	g12884.t1			
OG0018105	g12885.t1			
OG0018106	g12896.t1			
OG0018107	g12907.t1			
OG0018108	g12911.t1			
OG0018109	g12924.t1			
OG0018110	g12938.t1			
OG0018111	g12942.t1			
OG0018112	g12943.t1			
OG0018113	g12950.t1			
OG0018114	g12988.t1			
OG0018115	g12991.t1			
OG0018116	g12995.t1			
OG0018117	g12999.t1			
OG0018118	g13006.t1			
OG0018119	g13007.t1			
OG0018120	g13008.t1			
OG0018121	g13009.t1			
OG0018122	g13015.t1			
OG0018123	g13021.t1			
OG0018124	g13032.t1			
OG0018125	g13037.t1			
OG0018126	g13039.t1			
OG0018127	g13045.t1			
OG0018128	g13047.t1			
OG0018129	g13055.t1			
OG0018130	g13063.t1			
OG0018131	g13070.t1			
OG0018132	g13077.t1			
OG0018133	g13081.t1			
OG0018134	g13084.t1			
OG0018135	g13087.t1			
OG0018136	g13094.t1			
OG0018137	g13096.t1			
OG0018138	g13099.t1			
OG0018139	g13110.t1			
OG0018140	g13111.t1			
OG0018141	g13122.t1			
OG0018142	g13133.t1			
OG0018143	g13140.t1			
OG0018144	g13144.t1			
OG0018145	g13192.t1			
OG0018146	g13194.t1			
OG0018147	g13204.t1			
OG0018148	g13205.t1			
OG0018149	g13206.t1			
OG0018150	g13210.t1			
OG0018151	g13213.t1			
OG0018152	g13234.t1			
OG0018153	g13262.t1			
OG0018154	g13277.t1			
OG0018155	g13280.t1			
OG0018156	g13296.t1			
OG0018157	g13320.t1			
OG0018158	g13323.t1			
OG0018159	g13340.t1			
OG0018160	g13348.t1			
OG0018161	g13349.t1			
OG0018162	g13375.t1			
OG0018163	g13386.t1			
OG0018164	g13413.t1			
OG0018165	g13418.t1			
OG0018166	g13437.t1			
OG0018167	g13446.t1			
OG0018168	g13448.t1			
OG0018169	g13450.t1			
OG0018170	g13464.t1			
OG0018171	g13468.t1			
OG0018172	g13469.t1			
OG0018173	g13500.t1			
OG0018174	g13514.t1			
OG0018175	g13516.t1			
OG0018176	g13517.t1			
OG0018177	g13536.t1			
OG0018178	g13540.t1			
OG0018179	g13541.t1			
OG0018180	g13543.t1			
OG0018181	g13545.t1			
OG0018182	g13550.t1			
OG0018183	g13568.t1			
OG0018184	g13569.t1			
OG0018185	g13577.t1			
OG0018186	g13581.t1			
OG0018187	g13582.t1			
OG0018188	g13589.t1			
OG0018189	g13600.t1			
OG0018190	g13605.t1			
OG0018191	g13613.t1			
OG0018192	g13617.t1			
OG0018193	g13622.t1			
OG0018194	g13624.t1			
OG0018195	g13630.t1			
OG0018196	g13636.t1			
OG0018197	g13637.t1			
OG0018198	g13646.t1			
OG0018199	g13656.t1			
OG0018200	g13674.t1			
OG0018201	g13675.t1			
OG0018202	g13725.t1			
OG0018203	g13726.t1			
OG0018204	g13727.t1			
OG0018205	g13729.t1			
OG0018206	g13731.t1			
OG0018207	g13758.t1			
OG0018208	g13779.t1			
OG0018209	g13784.t1			
OG0018210	g13786.t1			
OG0018211	g13794.t1			
OG0018212	g13795.t1			
OG0018213	g13796.t1			
OG0018214	g13798.t1			
OG0018215	g13818.t1			
OG0018216	g13821.t1			
OG0018217	g13852.t1			
OG0018218	g13855.t1			
OG0018219	g13859.t1			
OG0018220	g13875.t1			
OG0018221	g13898.t1			
OG0018222	g13899.t1			
OG0018223	g13902.t1			
OG0018224	g13907.t1			
OG0018225	g13930.t1			
OG0018226	g13968.t1			
OG0018227	g13988.t1			
OG0018228	g13999.t1			
OG0018229	g14012.t1			
OG0018230	g14023.t1			
OG0018231	g14028.t1			
OG0018232	g14031.t1			
OG0018233	g14054.t1			
OG0018234	g14058.t1			
OG0018235	g14070.t1			
OG0018236	g14092.t1			
OG0018237	g14110.t1			
OG0018238	g14123.t1			
OG0018239	g14124.t1			
OG0018240	g14127.t1			
OG0018241	g14139.t1			
OG0018242	g14160.t1			
OG0018243	g14168.t1			
OG0018244	g14175.t1			
OG0018245	g14198.t1			
OG0018246	g14199.t1			
OG0018247	g14206.t1			
OG0018248	g14209.t1			
OG0018249	g14213.t1			
OG0018250	g14219.t1			
OG0018251	g14231.t1			
OG0018252	g14232.t1			
OG0018253	g14237.t1			
OG0018254	g14249.t1			
OG0018255	g14268.t1			
OG0018256	g14286.t1			
OG0018257	g14293.t1			
OG0018258	g14342.t1			
OG0018259	g14344.t1			
OG0018260	g14347.t1			
OG0018261	g14357.t1			
OG0018262	g14360.t1			
OG0018263	g14363.t1			
OG0018264	g14399.t1			
OG0018265	g14428.t1			
OG0018266	g14448.t1			
OG0018267	g14449.t1			
OG0018268	g14450.t1			
OG0018269	g14454.t1			
OG0018270	g14459.t1			
OG0018271	g14467.t1			
OG0018272	g14472.t1			
OG0018273	g14474.t1			
OG0018274	g14488.t1			
OG0018275	g14489.t1			
OG0018276	g14506.t1			
OG0018277	g14508.t1			
OG0018278	g14514.t1			
OG0018279	g14515.t1			
OG0018280	g14527.t1			
OG0018281	g14574.t1			
OG0018282	g14581.t1			
OG0018283	g14586.t1			
OG0018284	g14588.t1			
OG0018285	g14596.t1			
OG0018286	g14605.t1			
OG0018287	g14607.t1			
OG0018288	g14614.t1			
OG0018289	g14618.t1			
OG0018290	g14629.t1			
OG0018291	g14638.t1			
OG0018292	g14667.t1			
OG0018293	g14682.t1			
OG0018294	g14692.t1			
OG0018295	g14699.t1			
OG0018296	g14701.t1			
OG0018297	g14708.t1			
OG0018298	g14709.t1			
OG0018299	g14724.t1			
OG0018300	g14726.t1			
OG0018301	g14728.t1			
OG0018302	g14730.t1			
OG0018303	g14742.t1			
OG0018304	g14748.t1			
OG0018305	g14749.t1			
OG0018306	g14750.t1			
OG0018307	g14751.t1			
OG0018308	g14762.t1			
OG0018309	g14777.t1			
OG0018310	g14793.t1			
OG0018311	g14797.t1			
OG0018312	g14808.t1			
OG0018313	g14815.t1			
OG0018314	g14822.t1			
OG0018315	g14831.t1			
OG0018316	g14844.t1			
OG0018317	g14856.t1			
OG0018318	g14862.t1			
OG0018319	g14863.t1			
OG0018320	g14871.t1			
OG0018321	g14881.t1			
OG0018322	g14899.t1			
OG0018323	g14907.t1			
OG0018324	g14923.t1			
OG0018325	g14925.t1			
OG0018326	g14930.t1			
OG0018327	g14939.t1			
OG0018328	g14950.t1			
OG0018329	g14952.t1			
OG0018330	g14954.t1			
OG0018331	g14955.t1			
OG0018332	g14958.t1			
OG0018333	g14960.t1			
OG0018334	g14969.t1			
OG0018335	g14979.t1			
OG0018336	g14986.t1			
OG0018337	g14996.t1			
OG0018338	g14997.t1			
OG0018339	g15007.t1			
OG0018340	g15008.t1			
OG0018341	g15023.t1			
OG0018342	g15026.t1			
OG0018343	g15031.t1			
OG0018344	g15038.t1			
OG0018345	g15044.t1			
OG0018346	g15063.t1			
OG0018347	g15076.t1			
OG0018348	g15090.t1			
OG0018349	g15094.t1			
OG0018350	g15096.t1			
OG0018351	g15099.t1			
OG0018352	g15100.t1			
OG0018353	g15102.t1			
OG0018354	g15108.t1			
OG0018355	g15116.t1			
OG0018356	g15141.t1			
OG0018357	g15142.t1			
OG0018358	g15143.t1			
OG0018359	g15145.t1			
OG0018360	g15146.t1			
OG0018361	g15147.t1			
OG0018362	g15149.t1			
OG0018363	g15150.t1			
OG0018364	g15153.t1			
OG0018365	g15162.t1			
OG0018366	g15167.t1			
OG0018367	g15170.t1			
OG0018368	g15176.t1			
OG0018369	g15181.t1			
OG0018370	g15185.t1			
OG0018371	g15193.t1			
OG0018372	g15203.t1			
OG0018373	g15208.t1			
OG0018374	g15213.t1			
OG0018375	g15220.t1			
OG0018376	g15221.t1			
OG0018377	g15232.t1			
OG0018378	g15251.t1			
OG0018379	g15268.t1			
OG0018380	g15278.t1			
OG0018381	g15305.t1			
OG0018382	g15314.t1			
OG0018383	g15318.t1			
OG0018384	g15327.t1			
OG0018385	g15336.t1			
OG0018386	g15347.t1			
OG0018387	g15349.t1			
OG0018388	g15358.t1			
OG0018389	g15364.t1			
OG0018390	g15382.t1			
OG0018391	g15411.t1			
OG0018392	g15418.t1			
OG0018393	g15432.t1			
OG0018394	g15446.t1			
OG0018395	g15450.t1			
OG0018396	g15454.t1			
OG0018397	g15472.t1			
OG0018398	g15478.t1			
OG0018399	g15491.t1			
OG0018400	g15497.t1			
OG0018401	g15499.t1			
OG0018402	g15500.t1			
OG0018403	g15514.t1			
OG0018404	g15525.t1			
OG0018405	g15533.t1			
OG0018406	g15550.t1			
OG0018407	g15551.t1			
OG0018408	g15571.t1			
OG0018409	g15575.t1			
OG0018410	g15618.t1			
OG0018411	g15619.t1			
OG0018412	g15633.t1			
OG0018413	g15638.t1			
OG0018414	g15639.t1			
OG0018415	g15653.t1			
OG0018416	g15659.t1			
OG0018417	g15667.t1			
OG0018418	g15704.t1			
OG0018419	g15715.t1			
OG0018420	g15716.t1			
OG0018421	g15724.t1			
OG0018422	g15741.t1			
OG0018423	g15742.t1			
OG0018424	g15746.t1			
OG0018425	g15750.t1			
OG0018426	g15761.t1			
OG0018427	g15762.t1			
OG0018428	g15769.t1			
OG0018429	g15776.t1			
OG0018430	g15785.t1			
OG0018431	g15788.t1			
OG0018432	g15791.t1			
OG0018433	g15794.t1			
OG0018434	g15797.t1			
OG0018435	g15812.t1			
OG0018436	g15814.t1			
OG0018437	g15815.t1			
OG0018438	g15818.t1			
OG0018439	g15825.t1			
OG0018440	g15840.t1			
OG0018441	g15852.t1			
OG0018442	g15858.t1			
OG0018443	g15864.t1			
OG0018444	g15874.t1			
OG0018445	g15881.t1			
OG0018446	g15884.t1			
OG0018447	g15885.t1			
OG0018448	g15889.t1			
OG0018449	g15902.t1			
OG0018450	g15913.t1			
OG0018451	g15915.t1			
OG0018452	g15918.t1			
OG0018453	g15932.t1			
OG0018454	g15935.t1			
OG0018455	g15972.t1			
OG0018456	g15977.t1			
OG0018457	g15979.t1			
OG0018458	g15983.t1			
OG0018459	g16000.t1			
OG0018460	g16011.t1			
OG0018461	g16024.t1			
OG0018462	g16027.t1			
OG0018463	g16028.t1			
OG0018464	g16032.t1			
OG0018465	g16034.t1			
OG0018466	g16041.t1			
OG0018467	g16060.t1			
OG0018468	g16089.t1			
OG0018469	g16092.t1			
OG0018470	g16101.t1			
OG0018471	g16110.t1			
OG0018472	g16113.t1			
OG0018473	g16117.t1			
OG0018474	g16136.t1			
OG0018475	g16146.t1			
OG0018476	g16160.t1			
OG0018477	g16162.t1			
OG0018478	g16163.t1			
OG0018479	g16165.t1			
OG0018480	g16185.t1			
OG0018481	g16189.t1			
OG0018482	g16190.t1			
OG0018483	g16191.t1			
OG0018484	g16197.t1			
OG0018485	g16199.t1			
OG0018486	g16228.t1			
OG0018487	g16258.t1			
OG0018488	g16265.t1			
OG0018489	g16279.t1			
OG0018490	g16289.t1			
OG0018491	g16297.t1			
OG0018492	g16299.t1			
OG0018493	g16303.t1			
OG0018494	g16304.t1			
OG0018495	g16313.t1			
OG0018496	g16350.t1			
OG0018497	g16351.t1			
OG0018498	g16367.t1			
OG0018499	g16372.t1			
OG0018500	g16373.t1			
OG0018501	g16380.t1			
OG0018502	g16390.t1			
OG0018503	g16403.t1			
OG0018504	g16406.t1			
OG0018505	g16414.t1			
OG0018506	g16422.t1			
OG0018507	g16438.t1			
OG0018508	g16453.t1			
OG0018509	g16456.t1			
OG0018510	g16461.t1			
OG0018511	g16462.t1			
OG0018512	g16466.t1			
OG0018513	g16467.t1			
OG0018514	g16510.t1			
OG0018515	g16512.t1			
OG0018516	g16519.t1			
OG0018517	g16529.t1			
OG0018518	g16550.t1			
OG0018519	g16556.t1			
OG0018520	g16579.t1			
OG0018521	g16580.t1			
OG0018522	g16609.t1			
OG0018523	g16621.t1			
OG0018524	g16624.t1			
OG0018525	g16664.t1			
OG0018526	g16671.t1			
OG0018527	g16673.t1			
OG0018528	g16679.t1			
OG0018529	g16681.t1			
OG0018530	g16687.t1			
OG0018531	g16691.t1			
OG0018532	g16698.t1			
OG0018533	g16699.t1			
OG0018534	g16700.t1			
OG0018535	g16701.t1			
OG0018536	g16702.t1			
OG0018537	g16708.t1			
OG0018538	g16720.t1			
OG0018539	g16729.t1			
OG0018540	g16749.t1			
OG0018541	g16752.t1			
OG0018542	g16753.t1			
OG0018543	g16754.t1			
OG0018544	g16756.t1			
OG0018545	g16760.t1			
OG0018546	g16765.t1			
OG0018547	g16766.t1			
OG0018548	g16767.t1			
OG0018549	g16768.t1			
OG0018550	g16771.t1			
OG0018551	g16772.t1			
OG0018552	g16792.t1			
OG0018553	g16806.t1			
OG0018554	g16810.t1			
OG0018555	g16816.t1			
OG0018556	g16828.t1			
OG0018557	g16832.t1			
OG0018558	g16834.t1			
OG0018559	g16843.t1			
OG0018560	g16859.t1			
OG0018561	g16860.t1			
OG0018562	g16869.t1			
OG0018563	g16871.t1			
OG0018564	g16883.t1			
OG0018565	g16887.t1			
OG0018566	g16888.t1			
OG0018567	g16891.t1			
OG0018568	g16893.t1			
OG0018569	g16901.t1			
OG0018570	g16906.t1			
OG0018571	g16918.t1			
OG0018572	g16925.t1			
OG0018573	g16937.t1			
OG0018574	g16967.t1			
OG0018575	g16981.t1			
OG0018576	g16997.t1			
OG0018577	g17005.t1			
OG0018578	g17015.t1			
OG0018579	g17035.t1			
OG0018580	g17039.t1			
OG0018581	g17040.t1			
OG0018582	g17047.t1			
OG0018583	g17049.t1			
OG0018584	g17065.t1			
OG0018585	g17074.t1			
OG0018586	g17081.t1			
OG0018587	g17088.t1			
OG0018588	g17103.t1			
OG0018589	g17113.t1			
OG0018590	g17116.t1			
OG0018591	g17119.t1			
OG0018592	g17130.t1			
OG0018593	g17140.t1			
OG0018594	g17156.t1			
OG0018595	g17162.t1			
OG0018596	g17165.t1			
OG0018597	g17172.t1			
OG0018598	g17178.t1			
OG0018599	g17182.t1			
OG0018600	g17183.t1			
OG0018601	g17189.t1			
OG0018602	g17207.t1			
OG0018603	g17213.t1			
OG0018604	g17215.t1			
OG0018605	g17227.t1			
OG0018606	g17237.t1			
