	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0000027	g12189.t1, g13195.t1, g15352.t1, g16393.t1, g19308.t1, g2525.t1, g5176.t1, g6226.t1	Sp03g00963, Sp07g00441, Sp10g00313, Sp11g00752, Sp14g00364, Sp16g00079, Sp19g00103, Sp20g00209	wa7733.asm1v1.ann1.run1_001926_1, wa7733.asm1v1.ann1.run1_003144_1, wa7733.asm1v1.ann1.run1_003904_1, wa7733.asm1v1.ann1.run1_006799_1, wa7733.asm1v1.ann1.run1_007750_1, wa7733.asm1v1.ann1.run1_011084_1	Wa8730a003g006110_P001, Wa8730a007g000770_P001, Wa8730a017g002730_P001
OG0000028	g10443.t1, g12853.t1, g13324.t1, g3019.t1, g6242.t1, g6501.t1	Sp07g00938, Sp17g00289, Sp20g00190	wa7733.asm1v1.ann1.run1_003397_1, wa7733.asm1v1.ann1.run1_003598_1, wa7733.asm1v1.ann1.run1_005066_1, wa7733.asm1v1.ann1.run1_009987_1, wa7733.asm1v1.ann1.run1_009987_2, wa7733.asm1v1.ann1.run1_010362_1, wa7733.asm1v1.ann1.run1_010362_2, wa7733.asm1v1.ann1.run1_013606_1	Wa8730a006g000600_P001, Wa8730a006g000600_P002, Wa8730a006g004020_P001, Wa8730a006g006440_P001, Wa8730a008g004250_P001, Wa8730a008g004250_P002, Wa8730a012g004390_P001, Wa8730a016g002270_P001
OG0000029	g14631.t1	Sp18g00519	wa7733.asm1v1.ann1.run1_000596_1, wa7733.asm1v1.ann1.run1_001210_1, wa7733.asm1v1.ann1.run1_001237_1, wa7733.asm1v1.ann1.run1_002934_1, wa7733.asm1v1.ann1.run1_004391_1, wa7733.asm1v1.ann1.run1_004722_1, wa7733.asm1v1.ann1.run1_004722_2, wa7733.asm1v1.ann1.run1_005223_1, wa7733.asm1v1.ann1.run1_005303_1, wa7733.asm1v1.ann1.run1_006395_1, wa7733.asm1v1.ann1.run1_006576_1, wa7733.asm1v1.ann1.run1_006857_1, wa7733.asm1v1.ann1.run1_007832_1, wa7733.asm1v1.ann1.run1_008885_1, wa7733.asm1v1.ann1.run1_009664_1, wa7733.asm1v1.ann1.run1_009708_1, wa7733.asm1v1.ann1.run1_010101_1, wa7733.asm1v1.ann1.run1_012942_1, wa7733.asm1v1.ann1.run1_013396_1, wa7733.asm1v1.ann1.run1_014495_1, wa7733.asm1v1.ann1.run1_015200_1	Wa8730a016g001400_P001
OG0000030	g1068.t1, g11477.t1, g13978.t1, g16087.t1, g17465.t1, g18863.t1, g18904.t1, g2588.t1, g7315.t1	Sp02g00156, Sp03g01311, Sp04g00298, Sp08g01087, Sp12g00579, Sp15g00178	wa7733.asm1v1.ann1.run1_010275_1, wa7733.asm1v1.ann1.run1_011342_1, wa7733.asm1v1.ann1.run1_012789_1, wa7733.asm1v1.ann1.run1_012923_1	Wa8730a001g008960_P001, Wa8730a002g009650_P001, Wa8730a003g008590_P001, Wa8730a012g000980_P001
OG0000031	g1085.t1, g15029.t1, g16109.t1, g17420.t1, g3187.t1	Sp02g00201, Sp03g01283, Sp07g01101, Sp08g01067, Sp18g00114	wa7733.asm1v1.ann1.run1_000001_1, wa7733.asm1v1.ann1.run1_000002_1, wa7733.asm1v1.ann1.run1_000806_1, wa7733.asm1v1.ann1.run1_007465_1, wa7733.asm1v1.ann1.run1_009156_1, wa7733.asm1v1.ann1.run1_009156_2, wa7733.asm1v1.ann1.run1_010604_1, wa7733.asm1v1.ann1.run1_012407_1	Wa8730a002g009240_P001, Wa8730a003g008300_P001, Wa8730a005g001670_P001, Wa8730a012g005400_P001, Wa8730a016g004350_P001
OG0000032	g14868.t1, g18276.t1, g18277.t1, g18475.t1, g4006.t1, g9530.t1	Sp01g01000, Sp02g01052, Sp09g00270, Sp13g00098, Sp13g00099, Sp18g00276	wa7733.asm1v1.ann1.run1_001516_1, wa7733.asm1v1.ann1.run1_001573_1, wa7733.asm1v1.ann1.run1_001842_1, wa7733.asm1v1.ann1.run1_001842_2, wa7733.asm1v1.ann1.run1_007544_1, wa7733.asm1v1.ann1.run1_013641_1	Wa8730a001g003780_P001, Wa8730a002g001780_P001, Wa8730a002g002970_P001, Wa8730a014g005910_P001, Wa8730a016g003190_P001
OG0000033	g10970.t1, g11404.t1, g16748.t1, g17146.t1, g18348.t1, g6110.t1	Sp03g00193, Sp03g00591, Sp04g00376, Sp13g00030, Sp20g00337	wa7733.asm1v1.ann1.run1_000674_1, wa7733.asm1v1.ann1.run1_007124_1, wa7733.asm1v1.ann1.run1_008863_1, wa7733.asm1v1.ann1.run1_009076_1, wa7733.asm1v1.ann1.run1_009501_1, wa7733.asm1v1.ann1.run1_010473_1	Wa8730a002g002310_P001, Wa8730a003g000940_P001, Wa8730a003g003690_P001, Wa8730a007g002970_P001, Wa8730a007g006610_P001, Wa8730a017g001960_P001
OG0000034	g18768.t1, g18771.t1	Sp15g00063	wa7733.asm1v1.ann1.run1_005522_1, wa7733.asm1v1.ann1.run1_006596_1, wa7733.asm1v1.ann1.run1_006597_1, wa7733.asm1v1.ann1.run1_008815_1, wa7733.asm1v1.ann1.run1_008817_1, wa7733.asm1v1.ann1.run1_008819_1, wa7733.asm1v1.ann1.run1_008821_1, wa7733.asm1v1.ann1.run1_008822_1, wa7733.asm1v1.ann1.run1_013567_1	Wa8730a005g007230_P001, Wa8730a005g007240_P001, Wa8730a005g007250_P001, Wa8730a005g008430_P001, Wa8730a010g003380_P001, Wa8730a010g003390_P001, Wa8730a010g003410_P001, Wa8730a010g003510_P001, Wa8730a010g003520_P001, Wa8730a010g003540_P001, Wa8730a010g003550_P001
OG0000035	g14165.t1, g14166.t1, g15242.t1, g15243.t1, g21.t1, g5149.t1, g7448.t1	Sp05g00988, Sp10g00275, Sp10g00276, Sp11g00881, Sp11g00882, Sp11g00883, Sp12g00778, Sp12g00779, Sp13g00990	wa7733.asm1v1.ann1.run1_010791_1, wa7733.asm1v1.ann1.run1_012749_1, wa7733.asm1v1.ann1.run1_014500_1	Wa8730a004g004280_P001, Wa8730a004g004340_P001, Wa8730a010g006410_P001
OG0000036	g1859.t1, g19305.t1, g331.t1	Sp01g01661, Sp01g01666, Sp07g00837, Sp13g00640, Sp18g00637, Sp19g00100	wa7733.asm1v1.ann1.run1_001863_1, wa7733.asm1v1.ann1.run1_003143_1, wa7733.asm1v1.ann1.run1_003972_1, wa7733.asm1v1.ann1.run1_004960_1, wa7733.asm1v1.ann1.run1_007953_1, wa7733.asm1v1.ann1.run1_007953_2, wa7733.asm1v1.ann1.run1_008776_1, wa7733.asm1v1.ann1.run1_012093_1	Wa8730a001g011460_P001, Wa8730a004g008140_P001, Wa8730a014g006110_P001, Wa8730a016g000590_P001, Wa8730a018g000430_P001
OG0000037	g1272.t1, g412.t1, g414.t1, g416.t1, g418.t1	Sp08g00846, Sp08g00848, Sp08g00849, Sp09g00373, Sp13g00543, Sp13g00544, Sp13g00546, Sp13g00547, Sp13g00549	wa7733.asm1v1.ann1.run1_002673_1, wa7733.asm1v1.ann1.run1_004486_1, wa7733.asm1v1.ann1.run1_004488_1, wa7733.asm1v1.ann1.run1_004489_1	Wa8730a004g002320_P001, Wa8730a004g002330_P001, Wa8730a004g002340_P001, Wa8730a005g003060_P001
OG0000038	g11617.t1, g13235.t1, g15720.t1, g16396.t1, g2568.t1, g4857.t1	Sp01g00032, Sp03g00958, Sp04g00160, Sp07g00479, Sp11g00357, Sp16g00116	wa7733.asm1v1.ann1.run1_000303_1, wa7733.asm1v1.ann1.run1_000551_1, wa7733.asm1v1.ann1.run1_001917_1, wa7733.asm1v1.ann1.run1_003518_1, wa7733.asm1v1.ann1.run1_012492_1	Wa8730a003g006220_P001, Wa8730a007g001410_P001, Wa8730a007g008070_P001, Wa8730a009g007070_P001, Wa8730a011g002080_P001
OG0000039	g2624.t1, g2625.t1	Sp16g00159	wa7733.asm1v1.ann1.run1_003569_1, wa7733.asm1v1.ann1.run1_003584_1, wa7733.asm1v1.ann1.run1_003586_1, wa7733.asm1v1.ann1.run1_010786_1, wa7733.asm1v1.ann1.run1_014203_1, wa7733.asm1v1.ann1.run1_014204_1, wa7733.asm1v1.ann1.run1_014204_2, wa7733.asm1v1.ann1.run1_014865_1	Wa8730a004g004290_P001, Wa8730a006g004140_P001, Wa8730a006g004150_P001, Wa8730a006g004310_P001, Wa8730a006g004320_P001, Wa8730a006g004330_P001, Wa8730a006g004330_P002, Wa8730a006g004340_P001, Wa8730a006g004350_P001, Wa8730a006g004360_P001, Wa8730a006g004370_P001
OG0000040	g2910.t1, g2919.t1		wa7733.asm1v1.ann1.run1_007183_1, wa7733.asm1v1.ann1.run1_009146_1, wa7733.asm1v1.ann1.run1_009147_1, wa7733.asm1v1.ann1.run1_009148_1, wa7733.asm1v1.ann1.run1_009149_1, wa7733.asm1v1.ann1.run1_009150_1, wa7733.asm1v1.ann1.run1_009154_1, wa7733.asm1v1.ann1.run1_009155_1, wa7733.asm1v1.ann1.run1_011402_1, wa7733.asm1v1.ann1.run1_012527_1	Wa8730a004g008080_P001, Wa8730a005g001560_P001, Wa8730a005g001570_P001, Wa8730a005g001580_P001, Wa8730a005g001590_P001, Wa8730a005g001600_P001, Wa8730a005g001640_P001, Wa8730a005g001650_P001, Wa8730a006g000010_P001, Wa8730a019g000210_P001
OG0000041	g3434.t1, g4110.t1, g5134.t1, g9965.t1	Sp01g00888, Sp01g01540, Sp09g00760, Sp10g00262	wa7733.asm1v1.ann1.run1_000400_1, wa7733.asm1v1.ann1.run1_001273_1, wa7733.asm1v1.ann1.run1_003044_1, wa7733.asm1v1.ann1.run1_004129_1, wa7733.asm1v1.ann1.run1_004916_1, wa7733.asm1v1.ann1.run1_009052_1, wa7733.asm1v1.ann1.run1_012056_1	Wa8730a001g003070_P001, Wa8730a001g010440_P001, Wa8730a009g000990_P001, Wa8730a013g003540_P001, Wa8730a014g002840_P001, Wa8730a018g000980_P001, Wa8730a020g001380_P001
OG0000042	g10406.t1, g11843.t1, g1588.t1, g6750.t1, g8825.t1, g9829.t1	Sp04g01424, Sp05g00376, Sp08g00501, Sp09g00616, Sp14g00693	wa7733.asm1v1.ann1.run1_003366_1, wa7733.asm1v1.ann1.run1_006267_1, wa7733.asm1v1.ann1.run1_007282_1, wa7733.asm1v1.ann1.run1_007433_1, wa7733.asm1v1.ann1.run1_007655_1	Wa8730a005g005460_P001, Wa8730a006g006750_P001, Wa8730a010g002090_P001, Wa8730a013g000800_P001, Wa8730a014g003850_P001
OG0000043	g14375.t1, g14440.t1, g15925.t1, g3986.t1, g9193.t1, g9863.t1	Sp01g01020, Sp09g00650, Sp11g00111, Sp12g00052, Sp12g00137, Sp20g00555	wa7733.asm1v1.ann1.run1_011531_1, wa7733.asm1v1.ann1.run1_011532_1, wa7733.asm1v1.ann1.run1_011858_1, wa7733.asm1v1.ann1.run1_011858_2, wa7733.asm1v1.ann1.run1_013788_1, wa7733.asm1v1.ann1.run1_013789_1	Wa8730a015g005010_P001, Wa8730a015g005960_P001, Wa8730a017g000300_P001
OG0000044	g11425.t1, g5081.t1	Sp04g00354, Sp09g01083, Sp10g00199, Sp10g00370, Sp12g00419, Sp12g00420, Sp15g00240	wa7733.asm1v1.ann1.run1_002467_1, wa7733.asm1v1.ann1.run1_004135_1, wa7733.asm1v1.ann1.run1_004136_1, wa7733.asm1v1.ann1.run1_004137_1, wa7733.asm1v1.ann1.run1_005716_1, wa7733.asm1v1.ann1.run1_008569_1, wa7733.asm1v1.ann1.run1_011632_1	Wa8730a001g008230_P001, Wa8730a014g000580_P001, Wa8730a014g002630_P001, Wa8730a014g002640_P001, Wa8730a020g000530_P001
OG0000045	g11870.t1, g11871.t1, g15664.t1, g15665.t1, g15666.t1	Sp14g00663, Sp14g00664, Sp14g00665	wa7733.asm1v1.ann1.run1_009675_1, wa7733.asm1v1.ann1.run1_009676_1, wa7733.asm1v1.ann1.run1_009677_1, wa7733.asm1v1.ann1.run1_013595_1, wa7733.asm1v1.ann1.run1_014174_1, wa7733.asm1v1.ann1.run1_014609_1, wa7733.asm1v1.ann1.run1_014709_1	Wa8730a011g002670_P001, Wa8730a011g002680_P001, Wa8730a013g000970_P001, Wa8730a013g000980_P001, Wa8730a013g000990_P001, Wa8730a013g001050_P001
OG0000046	g12989.t1	Sp11g00450, Sp11g00451, Sp11g00452, Sp11g00453, Sp11g00456, Sp11g00458, Sp11g00459, Sp11g00460, Sp11g00464, Sp11g00465, Sp11g00466, Sp11g00468, Sp11g00469, Sp11g00470, Sp15g00179, Sp15g00181	wa7733.asm1v1.ann1.run1_000201_1, wa7733.asm1v1.ann1.run1_000205_1	Wa8730a011g003060_P001, Wa8730a011g003090_P001
OG0000047		Sp02g00618, Sp05g01007, Sp09g00357, Sp10g01001, Sp11g00905, Sp12g00803, Sp12g00805, Sp14g00465	wa7733.asm1v1.ann1.run1_001058_1, wa7733.asm1v1.ann1.run1_004889_1, wa7733.asm1v1.ann1.run1_007871_1, wa7733.asm1v1.ann1.run1_011178_1, wa7733.asm1v1.ann1.run1_012404_1	Wa8730a001g007750_P001, Wa8730a002g005930_P001, Wa8730a009g000650_P001, Wa8730a010g006310_P001, Wa8730a013g002630_P001, Wa8730a015g001500_P001, Wa8730a015g001520_P001, Wa8730a015g001620_P001
OG0000048	g11574.t1, g11576.t1, g11578.t1, g11580.t1, g11583.t1, g12576.t1, g12578.t1, g12579.t1, g14501.t1, g5.t1	Sp08g01132, Sp13g01005	wa7733.asm1v1.ann1.run1_006116_1, wa7733.asm1v1.ann1.run1_007737_1, wa7733.asm1v1.ann1.run1_009683_1, wa7733.asm1v1.ann1.run1_015104_1	Wa8730a013g000090_P001, Wa8730a013g001160_P001, Wa8730a017g001420_P001, Wa8730a020g000240_P001
OG0000049	g10097.t1, g10098.t1, g1288.t1, g17155.t1, g2374.t1, g2376.t1, g2377.t1, g2408.t1, g2938.t1	Sp07g00285, Sp07g00287, Sp07g00288, Sp07g00317, Sp07g00845, Sp08g00828	wa7733.asm1v1.ann1.run1_005048_1, wa7733.asm1v1.ann1.run1_005049_1, wa7733.asm1v1.ann1.run1_013458_1	Wa8730a008g002350_P001, Wa8730a008g002380_P001
OG0000050	g12507.t1, g17338.t1, g3587.t1, g5394.t1, g5895.t1	Sp01g01801, Sp02g00050, Sp10g00539, Sp10g01099, Sp14g00027, Sp20g00239	wa7733.asm1v1.ann1.run1_006342_1, wa7733.asm1v1.ann1.run1_007664_1, wa7733.asm1v1.ann1.run1_008273_1, wa7733.asm1v1.ann1.run1_009634_1	Wa8730a001g012480_P001, Wa8730a002g010460_P001, Wa8730a009g000010_P001, Wa8730a013g005950_P001, Wa8730a017g002540_P001
OG0000051	g15811.t1, g15886.t1, g18845.t1, g18886.t1, g5635.t1, g5914.t1	Sp10g00789, Sp10g00791, Sp11g00148, Sp11g00271, Sp15g00157, Sp20g00545	wa7733.asm1v1.ann1.run1_009561_1, wa7733.asm1v1.ann1.run1_011922_1, wa7733.asm1v1.ann1.run1_012788_1, wa7733.asm1v1.ann1.run1_013078_1	Wa8730a001g008950_P001, Wa8730a009g002780_P001, Wa8730a011g000990_P001, Wa8730a011g001300_P001
OG0000052	g7336.t1, g7337.t1, g7338.t1, g7339.t1, g7340.t1, g7341.t1, g7342.t1, g7343.t1, g7344.t1	Sp05g00818, Sp05g00869, Sp05g00870	wa7733.asm1v1.ann1.run1_008200_1, wa7733.asm1v1.ann1.run1_010885_1, wa7733.asm1v1.ann1.run1_012671_1, wa7733.asm1v1.ann1.run1_012672_1	Wa8730a010g005480_P001, Wa8730a010g005490_P001, Wa8730a010g005510_P001, Wa8730a010g005930_P001
OG0000053	g18518.t1	Sp02g01209, Sp02g01210, Sp02g01217, Sp02g01226, Sp02g01227	wa7733.asm1v1.ann1.run1_006914_1, wa7733.asm1v1.ann1.run1_006915_1, wa7733.asm1v1.ann1.run1_006916_1, wa7733.asm1v1.ann1.run1_006917_1, wa7733.asm1v1.ann1.run1_009429_1, wa7733.asm1v1.ann1.run1_009430_1, wa7733.asm1v1.ann1.run1_014536_1, wa7733.asm1v1.ann1.run1_014537_1, wa7733.asm1v1.ann1.run1_014538_1, wa7733.asm1v1.ann1.run1_015041_1, wa7733.asm1v1.ann1.run1_015047_1, wa7733.asm1v1.ann1.run1_015048_1	Wa8730a008g004660_P001, Wa8730a008g004670_P001
OG0000054	g16769.t1, g16770.t1, g2303.t1, g2304.t1, g2307.t1	Sp07g00174, Sp07g00176, Sp07g00178	wa7733.asm1v1.ann1.run1_010558_1, wa7733.asm1v1.ann1.run1_010559_1, wa7733.asm1v1.ann1.run1_010560_1, wa7733.asm1v1.ann1.run1_014426_1	Wa8730a003g002590_P001, Wa8730a003g003460_P001, Wa8730a003g003470_P001, Wa8730a003g003480_P001, Wa8730a010g003370_P001, Wa8730a010g003420_P001, Wa8730a010g003880_P001
OG0000055	g11832.t1, g11923.t1, g18409.t1, g18540.t1, g2697.t1, g8782.t1	Sp02g00976, Sp07g00590, Sp14g00630, Sp14g00706, Sp18g00701	wa7733.asm1v1.ann1.run1_002822_1, wa7733.asm1v1.ann1.run1_003941_1, wa7733.asm1v1.ann1.run1_007639_1, wa7733.asm1v1.ann1.run1_011480_1	Wa8730a005g000540_P001, Wa8730a012g002310_P001, Wa8730a013g000680_P001, Wa8730a016g000290_P001
OG0000056	g12686.t1, g13632.t1, g3207.t1, g7180.t1	Sp05g00705, Sp16g00578	wa7733.asm1v1.ann1.run1_006190_1, wa7733.asm1v1.ann1.run1_006200_1, wa7733.asm1v1.ann1.run1_006206_1, wa7733.asm1v1.ann1.run1_013801_1, wa7733.asm1v1.ann1.run1_014815_1	Wa8730a006g000970_P001, Wa8730a006g000980_P001, Wa8730a006g001100_P001, Wa8730a006g001110_P001, Wa8730a006g001110_P002, Wa8730a006g001180_P001, Wa8730a006g001190_P001, Wa8730a006g001200_P001
OG0000057	g5358.t1, g5360.t1	Sp04g01473, Sp10g00505, Sp12g00576	wa7733.asm1v1.ann1.run1_004394_1, wa7733.asm1v1.ann1.run1_004395_1, wa7733.asm1v1.ann1.run1_006448_1, wa7733.asm1v1.ann1.run1_006449_1, wa7733.asm1v1.ann1.run1_006451_1, wa7733.asm1v1.ann1.run1_006453_1, wa7733.asm1v1.ann1.run1_007198_1	Wa8730a006g007000_P001, Wa8730a006g007010_P001, Wa8730a009g004260_P001, Wa8730a009g004270_P001, Wa8730a009g004290_P001, Wa8730a009g004310_P001, Wa8730a011g000440_P001
OG0000058	g12878.t1, g16515.t1, g7826.t1	Sp01g00763, Sp06g00375, Sp09g00561, Sp16g00690	wa7733.asm1v1.ann1.run1_004635_1, wa7733.asm1v1.ann1.run1_005014_1, wa7733.asm1v1.ann1.run1_005502_1, wa7733.asm1v1.ann1.run1_007907_1, wa7733.asm1v1.ann1.run1_010081_1, wa7733.asm1v1.ann1.run1_013202_1, wa7733.asm1v1.ann1.run1_013875_1, wa7733.asm1v1.ann1.run1_014002_1, wa7733.asm1v1.ann1.run1_014610_1	Wa8730a003g000690_P001, Wa8730a003g005250_P001, Wa8730a005g008940_P001
OG0000059	g10516.t1	Sp01g00669, Sp01g01707, Sp02g00272, Sp06g00055, Sp12g00621, Sp13g00044, Sp14g00575, Sp20g00335, Sp20g00336	wa7733.asm1v1.ann1.run1_001564_1, wa7733.asm1v1.ann1.run1_002648_1, wa7733.asm1v1.ann1.run1_006360_1, wa7733.asm1v1.ann1.run1_009583_1	Wa8730a001g001320_P001, Wa8730a001g011820_P001, Wa8730a002g002480_P001, Wa8730a002g008790_P001, Wa8730a015g002590_P001
OG0000060	g10689.t1, g14210.t1, g16305.t1, g16538.t1, g18757.t1	Sp03g00808, Sp03g01071, Sp04g01118, Sp12g00825, Sp15g00054	wa7733.asm1v1.ann1.run1_006691_1, wa7733.asm1v1.ann1.run1_008032_1, wa7733.asm1v1.ann1.run1_010734_1, wa7733.asm1v1.ann1.run1_013525_1	Wa8730a001g007820_P001, Wa8730a003g005070_P001, Wa8730a003g007410_P001, Wa8730a007g001010_P001, Wa8730a015g001060_P001
OG0000061			wa7733.asm1v1.ann1.run1_013993_1	Wa8730a002g006380_P001, Wa8730a004g000520_P001, Wa8730a004g000530_P001, Wa8730a004g000540_P001, Wa8730a004g000700_P001, Wa8730a004g000770_P001, Wa8730a004g000780_P001, Wa8730a004g000790_P001, Wa8730a005g007220_P001, Wa8730a007g005890_P001, Wa8730a007g005910_P001, Wa8730a007g005920_P001, Wa8730a017g003860_P001, Wa8730a017g003910_P001, Wa8730a017g003930_P001, Wa8730a017g003980_P001, Wa8730a017g003990_P001, Wa8730a017g004000_P001
OG0000062	g17357.t1, g205.t1, g3320.t1, g7979.t1	Sp02g00071, Sp06g00189, Sp13g00773, Sp14g00053	wa7733.asm1v1.ann1.run1_002975_1, wa7733.asm1v1.ann1.run1_005934_1, wa7733.asm1v1.ann1.run1_008121_1, wa7733.asm1v1.ann1.run1_009395_1, wa7733.asm1v1.ann1.run1_009938_1	Wa8730a001g006530_P001, Wa8730a002g010310_P001, Wa8730a004g004070_P001, Wa8730a008g003370_P001, Wa8730a019g001190_P001
OG0000063	g12123.t1, g15777.t1, g648.t1, g649.t1, g655.t1	Sp11g00306, Sp13g00276, Sp13g00278, Sp14g00434, Sp14g00435	wa7733.asm1v1.ann1.run1_006064_1, wa7733.asm1v1.ann1.run1_010155_1, wa7733.asm1v1.ann1.run1_010156_1, wa7733.asm1v1.ann1.run1_012919_1	Wa8730a013g002710_P001, Wa8730a013g002730_P001, Wa8730a017g004300_P001, Wa8730a017g004300_P002
OG0000064	g13929.t1, g13931.t1, g13932.t1, g13933.t1, g13934.t1, g13935.t1, g19260.t1, g7038.t1, g977.t1	Sp12g00515, Sp12g00516, Sp12g00518, Sp12g00520, Sp12g00523, Sp19g00056	wa7733.asm1v1.ann1.run1_003177_1, wa7733.asm1v1.ann1.run1_003182_1, wa7733.asm1v1.ann1.run1_003249_1	
OG0000065	g2142.t1	Sp07g00038, Sp16g00333	wa7733.asm1v1.ann1.run1_008506_1, wa7733.asm1v1.ann1.run1_008507_1, wa7733.asm1v1.ann1.run1_008508_1, wa7733.asm1v1.ann1.run1_014349_1, wa7733.asm1v1.ann1.run1_014350_1, wa7733.asm1v1.ann1.run1_014351_1, wa7733.asm1v1.ann1.run1_014352_1, wa7733.asm1v1.ann1.run1_014353_1	Wa8730a006g002800_P001, Wa8730a006g002810_P001, Wa8730a006g002820_P001, Wa8730a006g002830_P001, Wa8730a006g002840_P001, Wa8730a006g002850_P001, Wa8730a006g002860_P001
OG0000066	g10165.t1, g14505.t1, g16596.t1, g17091.t1, g2230.t1, g4800.t1	Sp01g00090, Sp03g00254, Sp03g00742, Sp07g00133, Sp09g00924, Sp18g00645	wa7733.asm1v1.ann1.run1_000930_1, wa7733.asm1v1.ann1.run1_007364_1, wa7733.asm1v1.ann1.run1_010180_1	Wa8730a003g001370_P001, Wa8730a008g001160_P001, Wa8730a014g001720_P001
OG0000067	g10273.t1, g13701.t1, g17717.t1, g3978.t1, g5634.t1	Sp01g01030, Sp02g00439, Sp09g00814, Sp10g00788, Sp12g00253	wa7733.asm1v1.ann1.run1_001416_1, wa7733.asm1v1.ann1.run1_001593_1, wa7733.asm1v1.ann1.run1_009560_1, wa7733.asm1v1.ann1.run1_011705_1	Wa8730a001g003960_P001, Wa8730a002g007610_P001, Wa8730a009g002790_P001, Wa8730a015g004680_P001
OG0000068	g10113.t1, g6272.t1	Sp09g00983	wa7733.asm1v1.ann1.run1_003563_1, wa7733.asm1v1.ann1.run1_006677_1, wa7733.asm1v1.ann1.run1_013016_1, wa7733.asm1v1.ann1.run1_015152_1	Wa8730a001g011240_P001, Wa8730a002g000440_P001, Wa8730a003g007250_P001, Wa8730a005g001220_P001, Wa8730a005g002020_P001, Wa8730a008g003940_P001, Wa8730a008g005120_P001, Wa8730a009g006530_P001, Wa8730a012g002230_P001, Wa8730a017g003080_P001, Wa8730a019g000740_P001
OG0000069	g12561.t1, g9211.t1	Sp14g00791, Sp20g00568	wa7733.asm1v1.ann1.run1_008547_1, wa7733.asm1v1.ann1.run1_008548_1, wa7733.asm1v1.ann1.run1_008549_1, wa7733.asm1v1.ann1.run1_008552_1, wa7733.asm1v1.ann1.run1_009728_1, wa7733.asm1v1.ann1.run1_012723_1, wa7733.asm1v1.ann1.run1_012725_1	Wa8730a013g000220_P001, Wa8730a014g001120_P001, Wa8730a014g001140_P001, Wa8730a017g000080_P001, Wa8730a017g000090_P001, Wa8730a017g000100_P001, Wa8730a017g000130_P001
OG0000070	g10676.t1	Sp04g01140	wa7733.asm1v1.ann1.run1_001875_1, wa7733.asm1v1.ann1.run1_009913_1, wa7733.asm1v1.ann1.run1_011400_1, wa7733.asm1v1.ann1.run1_011401_1, wa7733.asm1v1.ann1.run1_011403_1, wa7733.asm1v1.ann1.run1_011405_1, wa7733.asm1v1.ann1.run1_014491_1, wa7733.asm1v1.ann1.run1_014944_1, wa7733.asm1v1.ann1.run1_014945_1, wa7733.asm1v1.ann1.run1_015065_1, wa7733.asm1v1.ann1.run1_015066_1, wa7733.asm1v1.ann1.run1_015135_1, wa7733.asm1v1.ann1.run1_015202_1	Wa8730a003g006570_P001, Wa8730a006g004560_P001, Wa8730a019g000220_P001
OG0000071	g12352.t1, g12353.t1, g12354.t1, g12355.t1, g17572.t1		wa7733.asm1v1.ann1.run1_000408_1, wa7733.asm1v1.ann1.run1_000508_1, wa7733.asm1v1.ann1.run1_000509_1, wa7733.asm1v1.ann1.run1_000510_1, wa7733.asm1v1.ann1.run1_011434_1	Wa8730a002g008660_P001, Wa8730a013g003620_P001, Wa8730a013g003620_P002, Wa8730a013g003620_P003, Wa8730a013g004680_P001, Wa8730a013g004690_P001, Wa8730a013g004700_P001, Wa8730a013g004710_P001
OG0000072	g11362.t1, g11752.t1, g13093.t1, g15991.t1, g2460.t1	Sp04g00022, Sp04g00412, Sp07g00373, Sp11g00040, Sp17g00030	wa7733.asm1v1.ann1.run1_004062_1, wa7733.asm1v1.ann1.run1_010052_1, wa7733.asm1v1.ann1.run1_011055_1	Wa8730a007g009000_P001, Wa8730a007g009000_P002, Wa8730a011g000210_P001, Wa8730a012g000060_P001
OG0000073	g7869.t1, g7871.t1, g7872.t1, g7873.t1, g7874.t1, g7876.t1, g7877.t1	Sp06g00315, Sp06g00318, Sp06g00319, Sp06g00320, Sp06g00321, Sp06g00322, Sp06g00323, Sp06g00324	wa7733.asm1v1.ann1.run1_006876_1	Wa8730a019g001900_P001
OG0000074	g8256.t1	Sp02g00736, Sp06g00759	wa7733.asm1v1.ann1.run1_002292_1, wa7733.asm1v1.ann1.run1_011497_1, wa7733.asm1v1.ann1.run1_011498_1, wa7733.asm1v1.ann1.run1_011499_1, wa7733.asm1v1.ann1.run1_014970_1, wa7733.asm1v1.ann1.run1_015008_1, wa7733.asm1v1.ann1.run1_015102_1	Wa8730a002g004420_P001, Wa8730a002g004430_P001, Wa8730a002g004860_P001, Wa8730a002g005070_P001, Wa8730a002g005080_P001, Wa8730a002g005090_P001, Wa8730a002g005100_P001
OG0000075	g16359.t1, g8622.t1, g8623.t1, g8626.t1, g8627.t1	Sp03g00998, Sp06g01197, Sp06g01198, Sp06g01201	wa7733.asm1v1.ann1.run1_001891_1, wa7733.asm1v1.ann1.run1_002554_1, wa7733.asm1v1.ann1.run1_012058_1, wa7733.asm1v1.ann1.run1_013891_1	Wa8730a003g006430_P001, Wa8730a015g000460_P001, Wa8730a018g000820_P001, Wa8730a018g001000_P001
