Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000001	N0	n0	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001057_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g005920_P001, Sp7498_pacbio_protein_g17885.t1, Sp9509_oxford_v3_proteins_Sp06g00750, Sp7498_pacbio_protein_g8247.t1, Sp9509_oxford_v3_proteins_Sp02g00617, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006372_1, Sp7498_pacbio_protein_g14010.t1	Sp9509_oxford_v3_proteins_Sp01g01671, wa8730_asm201904v2_ann1_proteins_Wa8730a017g003690_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010455_1, Sp7498_pacbio_protein_g6376.t1, Sp7498_pacbio_protein_g10106.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004620_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006640_P001, Sp7498_pacbio_protein_g3810.t1, Sp7498_pacbio_protein_g16325.t1, Sp7498_pacbio_protein_g3178.t1, Sp7498_pacbio_protein_g3690.t1, Sp7498_pacbio_protein_g3684.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001150_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001090_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014479_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006296_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g000460_P001, Sp7498_pacbio_protein_g1852.t1, Sp7498_pacbio_protein_g5835.t1
OG0000001	N0	n1	0.5	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001057_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g005920_P001, Sp7498_pacbio_protein_g17885.t1	Sp9509_oxford_v3_proteins_Sp06g00750, Sp7498_pacbio_protein_g8247.t1, Sp9509_oxford_v3_proteins_Sp02g00617, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006372_1, Sp7498_pacbio_protein_g14010.t1
OG0000001	N0	n4	0.5	Non-Terminal	Sp9509_oxford_v3_proteins_Sp06g00750, Sp7498_pacbio_protein_g8247.t1	Sp9509_oxford_v3_proteins_Sp02g00617, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006372_1, Sp7498_pacbio_protein_g14010.t1
OG0000001	N0	n9	0.75	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a017g003690_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010455_1, Sp7498_pacbio_protein_g6376.t1, Sp7498_pacbio_protein_g10106.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004620_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006640_P001, Sp7498_pacbio_protein_g3810.t1, Sp7498_pacbio_protein_g16325.t1, Sp7498_pacbio_protein_g3178.t1, Sp7498_pacbio_protein_g3690.t1, Sp7498_pacbio_protein_g3684.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001150_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001090_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014479_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006296_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g000460_P001, Sp7498_pacbio_protein_g1852.t1, Sp7498_pacbio_protein_g5835.t1
OG0000001	N0	n10	0.75	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a017g003690_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010455_1, Sp7498_pacbio_protein_g6376.t1	Sp7498_pacbio_protein_g10106.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004620_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006640_P001, Sp7498_pacbio_protein_g3810.t1, Sp7498_pacbio_protein_g16325.t1, Sp7498_pacbio_protein_g3178.t1, Sp7498_pacbio_protein_g3690.t1, Sp7498_pacbio_protein_g3684.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001150_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001090_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014479_1
OG0000001	N0	n13	0.25	Non-Terminal	Sp7498_pacbio_protein_g10106.t1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004620_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006640_P001, Sp7498_pacbio_protein_g3810.t1, Sp7498_pacbio_protein_g16325.t1, Sp7498_pacbio_protein_g3178.t1, Sp7498_pacbio_protein_g3690.t1, Sp7498_pacbio_protein_g3684.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001150_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001090_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014479_1
OG0000001	N0	n14	0.75	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004620_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006640_P001, Sp7498_pacbio_protein_g3810.t1, Sp7498_pacbio_protein_g16325.t1, Sp7498_pacbio_protein_g3178.t1	Sp7498_pacbio_protein_g3690.t1, Sp7498_pacbio_protein_g3684.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001150_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001090_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014479_1
OG0000001	Sp7498_pacbio.protein	n17	1.0	Terminal	Sp7498_pacbio_protein_g3810.t1	Sp7498_pacbio_protein_g16325.t1, Sp7498_pacbio_protein_g3178.t1
OG0000001	Sp7498_pacbio.protein	n18	1.0	Terminal	Sp7498_pacbio_protein_g16325.t1	Sp7498_pacbio_protein_g3178.t1
OG0000001	Sp7498_pacbio.protein	n20	1.0	Terminal	Sp7498_pacbio_protein_g3690.t1	Sp7498_pacbio_protein_g3684.t1
OG0000001	N1	n21	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1	wa8730_asm201904v2_ann1_proteins_Wa8730a009g001150_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001090_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014479_1
OG0000001	N1	n22	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1	wa8730_asm201904v2_ann1_proteins_Wa8730a003g000180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013684_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008373_1
OG0000001	N1	n23	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a009g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_015082_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001180_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014654_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001120_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001110_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001130_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001170_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001140_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014477_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014653_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g003870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014396_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013688_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008511_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010314_1, wa8730_asm201904v2_ann1_proteins_Wa8730a013g005840_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001270_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001310_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001300_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001320_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001330_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001340_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001590_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a009g001390_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a009g001160_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014478_1
