Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp7498_pacbio.protein
OG0000144	Wa8730a010g003920_P001	g7084.t1, g7114.t1
OG0000144	Wa8730a018g003930_P001	g8251.t1
OG0000145	Wa8730a001g008390_P001	g18934.t1
OG0000145	Wa8730a010g005110_P001	g7290.t1
OG0000146	Wa8730a014g004740_P001	g12002.t1, g9703.t1
OG0000147	Wa8730a002g001560_P001, Wa8730a002g001700_P001, Wa8730a002g001580_P001, Wa8730a002g001570_P001	g18465.t1, g9741.t1
OG0000148	Wa8730a016g003710_P001	g14944.t1
OG0000148	Wa8730a014g003660_P001	g9865.t1, g9866.t1, g9868.t1
OG0000149	Wa8730a007g005010_P001, Wa8730a007g005000_P001	g11234.t1, g11231.t1
OG0000149	Wa8730a007g005040_P001	g11236.t1, g11233.t1
OG0000150	Wa8730a016g001370_P001	g18513.t1
OG0000150	Wa8730a011g005220_P001	g15280.t1
OG0000150	Wa8730a015g001970_P001	g14079.t1
OG0000151	Wa8730a004g001340_P001, Wa8730a004g001330_P001, Wa8730a011g005770_P001	g15218.t1
OG0000152	Wa8730a009g000710_P001, Wa8730a001g011150_P001, Wa8730a009g000740_P001, Wa8730a018g000730_P001, Wa8730a002g008100_P001	g17633.t1
OG0000153	Wa8730a002g003670_P001, Wa8730a002g003650_P001, Wa8730a002g003660_P001, Wa8730a002g003570_P001, Wa8730a002g003680_P001	g18187.t1, g18188.t1
OG0000154	Wa8730a002g000560_P001, Wa8730a005g001830_P001, Wa8730a002g000890_P001, Wa8730a002g000570_P001	g18407.t1, g18406.t1
OG0000155	Wa8730a004g003160_P001	g332.t1
OG0000155	Wa8730a002g002690_P001	g18310.t1
OG0000155	Wa8730a004g008210_P001, Wa8730a004g008200_P001	g19301.t1
OG0000156	Wa8730a004g002660_P001	g370.t1
OG0000156	Wa8730a016g001100_P001	g371.t1, g14582.t1, g14580.t1
OG0000157	Wa8730a004g002030_P001	g395.t1
OG0000157	Wa8730a005g002760_P001, Wa8730a005g002760_P002	g6890.t1, g1212.t1
OG0000158	Wa8730a004g000750_P001, Wa8730a004g000750_P002	g536.t1
OG0000158	Wa8730a005g005980_P001	g9034.t1, g1660.t1
OG0000159	Wa8730a004g000480_P001	g605.t1
OG0000159	Wa8730a005g007530_P001	g9069.t1, g3195.t1, g1942.t1
OG0000160	Wa8730a004g008360_P001	g19288.t1
OG0000160	Wa8730a005g001210_P001	g1038.t1
OG0000160	Wa8730a003g008380_P001	g16097.t1
OG0000161	Wa8730a005g005420_P004, Wa8730a005g005420_P002, Wa8730a005g005420_P001, Wa8730a005g005420_P003	g1582.t1
OG0000162	Wa8730a010g002050_P001	g6733.t1
OG0000162	Wa8730a004g007080_P001, Wa8730a008g004360_P001	g12794.t1, g1600.t1
OG0000163	Wa8730a003g004820_P001, Wa8730a015g002990_P001, Wa8730a005g001620_P001, Wa8730a010g000740_P001	g16568.t1, g2226.t1
OG0000164	Wa8730a003g001930_P001	g16928.t1
OG0000164	Wa8730a009g006270_P001	g4756.t1
OG0000164	Wa8730a008g001750_P001	g2266.t1
OG0000165	Wa8730a013g001940_P001	g12013.t1
OG0000165	Wa8730a007g008300_P001	g6730.t1, g2475.t1, g11705.t1
OG0000166	Wa8730a002g009760_P001, Wa8730a018g002140_P001, Wa8730a012g001820_P001	g2673.t1, g17494.t1, g12432.t1
OG0000167	Wa8730a012g003110_P001	g2823.t1
OG0000167	Wa8730a014g005070_P001	g9657.t1
OG0000167	Wa8730a002g003040_P001	g18262.t1
OG0000168	Wa8730a001g003380_P001	g4008.t1
OG0000169	Wa8730a001g001580_P001	g4264.t1
OG0000169	Wa8730a016g003520_P001	g14888.t1
OG0000169	Wa8730a012g004140_P001	g2983.t1
OG0000170	Wa8730a003g006560_P001	g16342.t1
OG0000170	Wa8730a013g001920_P001, Wa8730a013g001900_P001	g3138.t1, g12030.t1
OG0000171	Wa8730a008g003510_P001	g3251.t1, g3248.t1, g3247.t1, g3250.t1, g3252.t1, g13011.t1
OG0000172	Wa8730a012g000970_P001	g5219.t1
OG0000172	Wa8730a001g006340_P001	g3300.t1
OG0000173	Wa8730a003g006360_P001	g16369.t1
OG0000173	Wa8730a001g006770_P001, Wa8730a001g006760_P001, Wa8730a001g006790_P001	g3365.t1
OG0000174	Wa8730a001g012060_P001	g3541.t1
OG0000174	Wa8730a014g005410_P001	g8109.t1, g17668.t1, g9604.t1
OG0000175	Wa8730a016g000880_P001	g14547.t1
OG0000175	Wa8730a001g006120_P001, Wa8730a001g006130_P001	g5739.t1, g3651.t1
OG0000176	Wa8730a001g005650_P001, Wa8730a001g005610_P001	g3748.t1
OG0000176	Wa8730a018g001490_P001	g5706.t1, g8529.t1
OG0000177	Wa8730a019g001890_P001	g3893.t1
OG0000177	Wa8730a014g002400_P001	g10243.t1
OG0000178	Wa8730a001g003450_P001	g4020.t1
OG0000178	Wa8730a001g003420_P001	g4017.t1, g4019.t1, g4018.t1
OG0000179	Wa8730a019g001360_P001	g5205.t1, g16005.t1, g7955.t1, g7957.t1
OG0000180	Wa8730a006g000630_P001	g6496.t1
OG0000180	Wa8730a017g002360_P001	g6192.t1
OG0000180	Wa8730a009g004580_P001	g9588.t1
OG0000181	Wa8730a002g004780_P001	g18025.t1
OG0000181	Wa8730a013g003410_P001, Wa8730a017g002670_P001	g6220.t1, g12177.t1
OG0000182	Wa8730a017g002750_P001	g6237.t1
OG0000182	Wa8730a002g005640_P001	g17930.t1
OG0000183	Wa8730a002g008650_P001	g17576.t1
OG0000183	Wa8730a001g002640_P001, Wa8730a004g000420_P001, Wa8730a004g000410_P001	g6360.t1
OG0000184	Wa8730a014g004160_P001	g9785.t1
OG0000184	Wa8730a010g002650_P001	g6707.t1
OG0000185	Wa8730a006g004290_P001	g13304.t1
OG0000185	Wa8730a014g007260_P001	g9350.t1
OG0000185	Wa8730a010g000950_P001	g6923.t1
OG0000186	Wa8730a009g005700_P001, Wa8730a002g008000_P001, Wa8730a002g008010_P001	g7063.t1
OG0000187	Wa8730a019g003020_P001	g7673.t1, g16455.t1
OG0000188	Wa8730a018g001340_P001	g8562.t1
OG0000188	Wa8730a003g007970_P001	g16159.t1
OG0000188	Wa8730a014g002330_P001	g10252.t1
OG0000189	Wa8730a012g005240_P001, Wa8730a001g005050_P001, Wa8730a001g005050_P002, Wa8730a016g000240_P001	g10593.t1, g8777.t1
OG0000190	Wa8730a002g006870_P001	g17800.t1, g12285.t1, g9470.t1
OG0000190	Wa8730a014g006320_P002, Wa8730a014g006320_P001	g18364.t1
OG0000191	Wa8730a013g003550_P001	g12218.t1, g10143.t1, g9512.t1, g12217.t1
OG0000192	Wa8730a014g004810_P001	g9694.t1
OG0000193	Wa8730a002g010380_P001	g17342.t1
OG0000193	Wa8730a014g004480_P001, Wa8730a014g004530_P001	g9729.t1, g14991.t1
OG0000194	Wa8730a014g001450_P001, Wa8730a014g001480_P001, Wa8730a014g001470_P001, Wa8730a014g001390_P001, Wa8730a014g001460_P001	g10134.t1
OG0000195	Wa8730a015g003010_P001	g13915.t1
OG0000195	Wa8730a011g004970_P001	g15367.t1
OG0000195	Wa8730a007g002190_P001	g10814.t1
OG0000197	Wa8730a015g002410_P003, Wa8730a015g002410_P002, Wa8730a015g002440_P001, Wa8730a015g002410_P001, Wa8730a015g002450_P001, Wa8730a015g002450_P002, Wa8730a015g002430_P001	g14059.t1
OG0000198	Wa8730a015g005110_P001, Wa8730a005g004560_P001	g14364.t1, g14382.t1, g15452.t1, g14365.t1
OG0000199	Wa8730a015g001570_P001, Wa8730a010g006380_P001, Wa8730a016g002750_P001	g14804.t1, g14809.t1, g14812.t1
OG0000200	Wa8730a020g001680_P001, Wa8730a020g001570_P001, Wa8730a020g001560_P001, Wa8730a016g004070_P001	g14995.t1
OG0000201	Wa8730a004g004950_P001, Wa8730a004g004940_P001, Wa8730a004g004920_P001, Wa8730a004g004930_P001, Wa8730a002g000090_P001	g18682.t1
OG0000204	Wa8730a009g002990_P001	g59.t1
OG0000204	Wa8730a019g003400_P001	g7617.t1
OG0000204	Wa8730a013g002370_P001	g18195.t1
OG0000206	Wa8730a004g005120_P001	g12627.t1, g9050.t1, g1806.t1, g9049.t1, g102.t1
OG0000207	Wa8730a010g000400_P001	g966.t1
OG0000207	Wa8730a005g003190_P001	g16509.t1, g6863.t1, g422.t1
OG0000208	Wa8730a005g000370_P001	g891.t1
OG0000208	Wa8730a005g005520_P001, Wa8730a005g005500_P001	g1596.t1, g511.t1
OG0000209	Wa8730a005g002260_P001	g1144.t1
OG0000209	Wa8730a005g006990_P001	g1724.t1, g1786.t1
OG0000210	Wa8730a009g003640_P001, Wa8730a012g000050_P001	g5464.t1, g2463.t1, g11749.t1
OG0000211	Wa8730a017g000030_P001	g9206.t1, g3083.t1
OG0000211	Wa8730a014g003560_P001	g15948.t1, g9907.t1
OG0000212	Wa8730a001g010740_P001	g3459.t1
OG0000212	Wa8730a002g001410_P001	g18447.t1
OG0000213	Wa8730a019g000180_P001	g8114.t1
OG0000213	Wa8730a001g012090_P001	g3544.t1
OG0000214	Wa8730a009g004620_P001, Wa8730a018g001990_P001	g3686.t1, g3689.t1, g8661.t1
OG0000215	Wa8730a001g005920_P001, Wa8730a019g001430_P001	g8551.t1, g7938.t1, g3700.t1
OG0000216	Wa8730a002g004600_P001	g3764.t1
OG0000217	Wa8730a003g002860_P001, Wa8730a009g006490_P001	g3782.t1, g16836.t1, g4772.t1
OG0000218	Wa8730a019g001780_P001	g7901.t1
OG0000218	Wa8730a001g005090_P002, Wa8730a001g005090_P001	g3822.t1
OG0000219	Wa8730a019g002730_P001	g7753.t1
OG0000219	Wa8730a001g003330_P001	g4150.t1
OG0000219	Wa8730a008g004540_P001	g18642.t1
OG0000219	Wa8730a006g000300_P001	g9255.t1
OG0000220	Wa8730a001g002700_P001	g4157.t1
OG0000220	Wa8730a009g002280_P001	g7756.t1, g5560.t1
OG0000221	Wa8730a001g002510_P001	g4185.t1
OG0000221	Wa8730a019g003810_P001	g7565.t1
OG0000221	Wa8730a004g005340_P001	g9171.t1
OG0000222	Wa8730a014g002650_P001	g4306.t1, g4281.t1, g4358.t1, g4356.t1, g4313.t1
OG0000223	Wa8730a001g009380_P001	g19035.t1
OG0000223	Wa8730a010g004840_P001	g7247.t1
OG0000223	Wa8730a001g001160_P001	g4348.t1
OG0000224	Wa8730a019g003380_P001	g4408.t1, g7619.t1
OG0000224	Wa8730a018g003460_P001	g5429.t1
OG0000225	Wa8730a009g006230_P001	g4753.t1
OG0000225	Wa8730a019g001480_P001	g8550.t1, g7934.t1
OG0000226	Wa8730a009g002010_P001	g5516.t1
OG0000226	Wa8730a004g001600_P001	g6757.t1
OG0000227	Wa8730a005g003730_P001, Wa8730a001g011920_P001, Wa8730a017g003770_P001	g6529.t1
OG0000228	Wa8730a014g006750_P001	g8421.t1, g8422.t1, g8420.t1, g8423.t1, g17642.t1, g9424.t1
OG0000229	Wa8730a002g004680_P001, Wa8730a014g005710_P001	g18044.t1, g18042.t1, g9562.t1, g18045.t1
OG0000230	Wa8730a014g002540_P001, Wa8730a014g002620_P001, Wa8730a014g002530_P001, Wa8730a014g002550_P001, Wa8730a014g002560_P001	g10296.t1
OG0000231	Wa8730a019g001450_P001, Wa8730a012g001190_P001, Wa8730a003g007570_P001	g10784.t1
OG0000232	Wa8730a013g002190_P001	g11982.t1
OG0000232	Wa8730a005g002660_P001, Wa8730a004g007850_P001	g19356.t1
OG0000233	Wa8730a013g005770_P001, Wa8730a013g005790_P001, Wa8730a013g005780_P001	g12476.t1, g12475.t1
OG0000234	Wa8730a008g004510_P001, Wa8730a008g004500_P001	g15697.t1
OG0000235	Wa8730a015g000870_P001	g14245.t1
OG0000235	Wa8730a011g005930_P001	g12871.t1, g15188.t1
OG0000236	Wa8730a008g003000_P001	g12903.t1, g12902.t1
OG0000236	Wa8730a008g004110_P001, Wa8730a008g004100_P001	g12901.t1
OG0000237	Wa8730a001g010050_P001	g19155.t1
OG0000238	Wa8730a006g003210_P001, Wa8730a006g003430_P001, Wa8730a006g003380_P001	g13402.t1, g13403.t1
OG0000239	Wa8730a011g000940_P001	g15892.t1
OG0000239	Wa8730a001g007640_P001	g15224.t1, g14185.t1, g18777.t1
OG0000240	Wa8730a010g006390_P001, Wa8730a016g002690_P001, Wa8730a016g002730_P001	g14811.t1, g14805.t1
OG0000241	Wa8730a012g004850_P001, Wa8730a010g000860_P001, Wa8730a010g000850_P001, Wa8730a010g000840_P001	g15248.t1, g15246.t1
OG0000242	Wa8730a011g001890_P001, Wa8730a011g001950_P001, Wa8730a011g001920_P001, Wa8730a011g001910_P001, Wa8730a011g001900_P001	g15774.t1
OG0000243	Wa8730a003g005820_P001	g16477.t1, g16485.t1
OG0000243	Wa8730a001g000910_P001	g16488.t1, g16479.t1
OG0000244	Wa8730a003g004750_P001, Wa8730a003g004640_P001	g16588.t1, g16586.t1
OG0000245	Wa8730a006g004970_P001, Wa8730a006g004950_P001, Wa8730a006g004940_P001, Wa8730a006g004960_P001, Wa8730a003g004430_P001	g16622.t1, g16625.t1
OG0000246	Wa8730a002g007590_P001, Wa8730a019g000510_P001	g17715.t1
OG0000247	Wa8730a002g002940_P001, Wa8730a002g003010_P001, Wa8730a002g002930_P001, Wa8730a002g002920_P001	g18270.t1
OG0000250	Wa8730a005g008200_P001	g2028.t1
OG0000250	Wa8730a004g005160_P001, Wa8730a002g000410_P001	g18631.t1
OG0000251	Wa8730a010g000060_P001	g302.t1
OG0000251	Wa8730a004g003440_P001	g6351.t1, g17677.t1
OG0000252	Wa8730a010g005820_P001	g7389.t1, g369.t1, g1131.t1
OG0000253	Wa8730a004g007950_P001	g19343.t1
OG0000253	Wa8730a004g002620_P001	g381.t1
OG0000254	Wa8730a004g002290_P001	g408.t1
OG0000254	Wa8730a005g002880_P001, Wa8730a005g002880_P002	g1244.t1
OG0000255	Wa8730a013g004790_P001, Wa8730a014g006510_P001, Wa8730a005g000850_P001	g1327.t1, g438.t1
OG0000256	Wa8730a004g000650_P001	g529.t1
OG0000256	Wa8730a010g002580_P001	g6721.t1
OG0000257	Wa8730a004g000840_P001, Wa8730a005g006150_P001	g541.t1
OG0000257	Wa8730a004g006630_P001	g9033.t1
OG0000258	Wa8730a017g004060_P001	g694.t1
OG0000258	Wa8730a005g008460_P001	g9129.t1, g2076.t1
OG0000259	Wa8730a017g004390_P001, Wa8730a017g004380_P001	g2078.t1, g705.t1, g706.t1
OG0000260	Wa8730a007g000800_P001	g985.t1
OG0000260	Wa8730a002g005780_P001	g12225.t1
OG0000261	Wa8730a005g000930_P001	g1002.t1
OG0000261	Wa8730a005g000920_P001	g1003.t1
OG0000262	Wa8730a005g001130_P001, Wa8730a005g001130_P002	g1024.t1
OG0000262	Wa8730a005g001120_P001	g5324.t1
OG0000263	Wa8730a006g005620_P001	g10540.t1
OG0000263	Wa8730a005g001930_P001, Wa8730a005g001960_P001	g1107.t1
OG0000264	Wa8730a005g002770_P001	g1210.t1
OG0000267	Wa8730a004g007320_P001	g8896.t1
OG0000267	Wa8730a003g000710_P001	g1434.t1, g17192.t1
OG0000268	Wa8730a004g007230_P001	g8899.t1
OG0000268	Wa8730a005g005660_P001	g1612.t1
OG0000269	Wa8730a005g006050_P001, Wa8730a005g005730_P001, Wa8730a005g006110_P001, Wa8730a005g006010_P001	g1676.t1
OG0000270	Wa8730a010g002730_P001	g6693.t1, g1710.t1
OG0000271	Wa8730a015g005290_P002, Wa8730a015g005290_P001	g13664.t1
OG0000271	Wa8730a005g006500_P001	g1717.t1
OG0000272	Wa8730a010g001790_P001	g6806.t1
OG0000272	Wa8730a005g006780_P001	g1756.t1
OG0000273	Wa8730a018g000580_P001	g8669.t1
OG0000273	Wa8730a001g011170_P001, Wa8730a001g011180_P001	g1913.t1
OG0000274	Wa8730a009g000730_P001	g5812.t1, g1919.t1, g15556.t1
OG0000275	Wa8730a004g005840_P001, Wa8730a004g005830_P001	g9092.t1, g1976.t1
OG0000276	Wa8730a002g004940_P001	g18005.t1
OG0000276	Wa8730a003g006900_P001	g2125.t1, g16183.t1
OG0000277	Wa8730a008g000700_P001	g2201.t1
OG0000277	Wa8730a006g005420_P001, Wa8730a014g002020_P001	g10212.t1
OG0000278	Wa8730a014g001660_P001	g10159.t1
OG0000278	Wa8730a003g004560_P001	g2231.t1, g16608.t1
OG0000279	Wa8730a012g002250_P001	g2729.t1, g11013.t1
OG0000279	Wa8730a020g001660_P001	g5127.t1
OG0000280	Wa8730a016g003500_P001	g14890.t1
OG0000280	Wa8730a012g004080_P001	g3884.t1, g2981.t1
OG0000281	Wa8730a012g004900_P001	g3114.t1
OG0000281	Wa8730a012g004910_P001	g3116.t1, g3113.t1
OG0000282	Wa8730a018g000910_P001	g8636.t1
OG0000282	Wa8730a009g000940_P001	g5783.t1, g3423.t1
OG0000283	Wa8730a001g011030_P001, Wa8730a001g011020_P001	g5216.t1, g3486.t1, g5804.t1
OG0000284	Wa8730a001g005020_P001	g3831.t1, g3830.t1
OG0000284	Wa8730a016g000250_P001	g8779.t1
OG0000285	Wa8730a001g004160_P001, Wa8730a017g002170_P001, Wa8730a002g006740_P001	g3944.t1, g17818.t1
OG0000286	Wa8730a009g002360_P001, Wa8730a018g003100_P001	g8387.t1, g4099.t1, g5591.t1
OG0000287	Wa8730a001g002180_P001, Wa8730a001g002020_P001, Wa8730a001g002190_P001, Wa8730a001g002160_P001, Wa8730a001g002010_P001	g4197.t1
OG0000288	Wa8730a001g001730_P002, Wa8730a001g001730_P001	g4273.t1
OG0000288	Wa8730a018g003580_P001	g8193.t1, g8161.t1
OG0000289	Wa8730a014g000260_P001, Wa8730a003g008760_P001	g16048.t1
OG0000290	Wa8730a017g002780_P001, Wa8730a013g005960_P001	g12208.t1, g4776.t1, g6234.t1
OG0000291	Wa8730a020g001310_P001	g5154.t1, g5158.t1
OG0000291	Wa8730a009g006510_P001	g4783.t1
OG0000292	Wa8730a003g001430_P001	g17066.t1
OG0000292	Wa8730a009g006620_P001, Wa8730a013g003430_P001	g4793.t1
OG0000293	Wa8730a009g006950_P002, Wa8730a009g006950_P001, Wa8730a009g006940_P002, Wa8730a009g006940_P001	g4838.t1
OG0000294	Wa8730a020g002940_P001	g4949.t1
OG0000295	Wa8730a007g008030_P001, Wa8730a020g002770_P001, Wa8730a020g002760_P001	g4980.t1, g4979.t1
OG0000296	Wa8730a020g002300_P001, Wa8730a020g002300_P002	g5078.t1
OG0000296	Wa8730a007g004680_P001	g11188.t1
OG0000297	Wa8730a020g000600_P001	g5234.t1
OG0000297	Wa8730a016g002890_P001	g14834.t1
OG0000298	Wa8730a020g000990_P001	g5290.t1, g5291.t1
OG0000299	Wa8730a009g001740_P001	g5496.t1, g5506.t1, g5500.t1
OG0000300	Wa8730a019g002230_P001, Wa8730a016g003080_P001	g7836.t1, g5624.t1, g14855.t1
OG0000301	Wa8730a017g000890_P001	g5979.t1
OG0000301	Wa8730a011g002660_P001, Wa8730a011g002660_P002	g15668.t1
OG0000302	Wa8730a017g001090_P001	g6027.t1
OG0000302	Wa8730a013g001230_P001	g18546.t1, g11931.t1
OG0000303	Wa8730a013g001720_P001	g12034.t1
OG0000303	Wa8730a013g001710_P001	g12036.t1, g12035.t1, g6074.t1
OG0000304	Wa8730a017g002050_P001	g6153.t1
OG0000304	Wa8730a002g003340_P001	g9648.t1, g18217.t1
OG0000305	Wa8730a002g005710_P001	g17918.t1
OG0000305	Wa8730a017g002920_P001	g18289.t1, g6247.t1
OG0000306	Wa8730a004g005570_P001, Wa8730a004g005560_P001, Wa8730a004g005550_P001	g9127.t1, g6555.t1
OG0000307	Wa8730a016g002400_P001, Wa8730a016g002390_P001	g14753.t1, g10431.t1, g7202.t1
OG0000308	Wa8730a001g009480_P001	g19044.t1
OG0000308	Wa8730a010g004600_P001	g13766.t1, g7231.t1
OG0000309	Wa8730a010g005310_P001	g7318.t1
OG0000309	Wa8730a010g005300_P001	g7319.t1
OG0000310	Wa8730a015g001390_P001, Wa8730a010g006450_P001	g7432.t1
OG0000311	Wa8730a011g004830_P001, Wa8730a020g000180_P001	g7605.t1, g7603.t1, g7602.t1
OG0000312	Wa8730a019g002370_P001, Wa8730a019g002340_P001, Wa8730a019g002360_P001, Wa8730a019g002350_P001	g7778.t1
OG0000313	Wa8730a019g000910_P001	g8014.t1
OG0000313	Wa8730a002g001850_P001	g18492.t1, g18493.t1
OG0000314	Wa8730a018g002380_P001, Wa8730a018g002390_P001, Wa8730a018g002470_P001	g8397.t1, g8396.t1
OG0000315	Wa8730a016g000030_P001	g8796.t1
OG0000316	Wa8730a014g002240_P001	g10265.t1
OG0000316	Wa8730a005g007100_P001, Wa8730a004g006160_P001	g8984.t1
OG0000317	Wa8730a011g002190_P001	g15728.t1
OG0000317	Wa8730a013g000870_P001, Wa8730a014g003790_P001	g9839.t1
OG0000318	Wa8730a014g001750_P002, Wa8730a014g001750_P003, Wa8730a014g001750_P001	g10174.t1
OG0000318	Wa8730a003g004880_P001	g16571.t1
OG0000319	Wa8730a007g007910_P001	g11594.t1
OG0000319	Wa8730a007g006710_P002, Wa8730a007g006710_P001	g11431.t1
OG0000320	Wa8730a010g005190_P001, Wa8730a010g004740_P001, Wa8730a010g004730_P001, Wa8730a010g004750_P001	g11504.t1
OG0000322	Wa8730a011g003440_P001	g15588.t1
OG0000322	Wa8730a018g001870_P001	g13104.t1, g12215.t1
OG0000323	Wa8730a008g005420_P001, Wa8730a008g005380_P001, Wa8730a008g005410_P001, Wa8730a008g005390_P001	g12736.t1
OG0000324	Wa8730a002g000680_P001	g18604.t1
OG0000324	Wa8730a008g004330_P001	g18136.t1, g12881.t1
OG0000325	Wa8730a007g000520_P005, Wa8730a007g000520_P003, Wa8730a007g000520_P004, Wa8730a007g000520_P002, Wa8730a007g000520_P001	g13211.t1
OG0000326	Wa8730a002g003890_P001	g13216.t1
OG0000327	Wa8730a015g004580_P001	g13715.t1
OG0000327	Wa8730a001g009590_P001	g19076.t1
OG0000328	Wa8730a016g003590_P001, Wa8730a015g004010_P001	g13847.t1
OG0000329	Wa8730a011g001690_P001, Wa8730a011g001670_P001	g15836.t1
OG0000329	Wa8730a015g002820_P001	g13996.t1
OG0000330	Wa8730a015g005990_P001, Wa8730a015g006180_P001	g14469.t1, g19186.t1
OG0000331	Wa8730a011g005160_P002, Wa8730a011g005160_P001	g15330.t1
OG0000331	Wa8730a001g008930_P001	g18843.t1, g18884.t1
OG0000332	Wa8730a011g004000_P001, Wa8730a011g004020_P001, Wa8730a011g004030_P001	g15502.t1
OG0000333	Wa8730a002g010160_P001, Wa8730a002g010170_P001, Wa8730a002g009690_P001, Wa8730a002g010140_P001	g17371.t1
OG0000334	Wa8730a002g009960_P001	g17531.t1, g17372.t1
OG0000334	Wa8730a002g010080_P002, Wa8730a002g010080_P001	g17373.t1
OG0000335	Wa8730a002g002060_P001	g18399.t1
OG0000335	Wa8730a002g001390_P002	g18445.t1
OG0000336	Wa8730a001g009290_P003, Wa8730a001g009290_P002, Wa8730a001g009290_P001, Wa8730a001g009300_P002, Wa8730a001g009300_P001	g19020.t1
OG0000341	Wa8730a007g000740_P001	g14345.t1, g1.t1, g17291.t1, g9249.t1, g786.t1, g808.t1, g785.t1
OG0000342	Wa8730a002g000350_P001	g18649.t1
OG0000342	Wa8730a004g005100_P001	g98.t1
OG0000342	Wa8730a008g005610_P001	g12642.t1
OG0000343	Wa8730a004g003880_P001	g232.t1, g235.t1
OG0000344	Wa8730a005g006860_P001	g1759.t1
OG0000344	Wa8730a016g004090_P001	g564.t1, g14962.t1
OG0000345	Wa8730a004g001080_P001	g576.t1
OG0000345	Wa8730a005g006900_P001	g8992.t1, g1770.t1
OG0000346	Wa8730a015g005420_P001, Wa8730a017g004700_P001	g746.t1
OG0000347	Wa8730a020g002960_P001	g4944.t1
OG0000348	Wa8730a014g005360_P001, Wa8730a014g005320_P001, Wa8730a014g005370_P001, Wa8730a014g005370_P002	g940.t1
OG0000349	Wa8730a004g008540_P001, Wa8730a005g001000_P001	g1013.t1, g19269.t1
OG0000350	Wa8730a010g000220_P001, Wa8730a005g001150_P001	g7018.t1, g1025.t1
OG0000351	Wa8730a005g002070_P001	g1137.t1
OG0000351	Wa8730a007g000690_P001	g13175.t1
OG0000352	Wa8730a005g002240_P001	g1142.t1, g1141.t1
OG0000352	Wa8730a002g002290_P001	g18367.t1
OG0000353	Wa8730a010g001550_P001	g1313.t1
OG0000354	Wa8730a005g003820_P001, Wa8730a005g003670_P001, Wa8730a005g003860_P001	g1361.t1
OG0000355	Wa8730a005g004380_P001	g18690.t1, g1406.t1, g1402.t1, g1411.t1, g18695.t1
OG0000356	Wa8730a005g004910_P001	g1537.t1
OG0000356	Wa8730a010g002790_P001	g1718.t1
OG0000357	Wa8730a004g007270_P001, Wa8730a001g009920_P001, Wa8730a005g005950_P001	g9039.t1, g1654.t1
OG0000358	Wa8730a005g007420_P001	g1834.t1, g1862.t1
OG0000358	Wa8730a011g005470_P001	g15267.t1
OG0000359	Wa8730a001g011580_P001	g1849.t1
OG0000359	Wa8730a001g011590_P001	g1848.t1
OG0000360	Wa8730a001g011530_P001, Wa8730a001g011530_P002	g1861.t1
OG0000360	Wa8730a003g004890_P001	g16573.t1
OG0000361	Wa8730a003g007560_P001, Wa8730a003g007520_P001	g16251.t1
OG0000362	Wa8730a003g007860_P001	g12534.t1
OG0000362	Wa8730a008g000490_P001	g2127.t1
OG0000363	Wa8730a009g004850_P001	g4599.t1
OG0000363	Wa8730a008g002190_P001	g2140.t1
OG0000364	Wa8730a017g000400_P001	g5951.t1
OG0000364	Wa8730a008g000810_P001	g2214.t1
OG0000365	Wa8730a008g001550_P001	g2292.t1
OG0000366	Wa8730a008g002030_P001	g2335.t1
OG0000366	Wa8730a014g000680_P001	g17010.t1
OG0000367	Wa8730a014g000240_P001	g9980.t1, g2414.t1
OG0000367	Wa8730a015g004220_P002, Wa8730a015g004220_P001	g13769.t1
OG0000368	Wa8730a007g004850_P001	g11207.t1
OG0000368	Wa8730a012g001570_P001	g2658.t1
OG0000369	Wa8730a020g002980_P001, Wa8730a020g002980_P002	g4939.t1, g4940.t1, g2863.t1
OG0000370	Wa8730a012g004010_P001	g2970.t1
OG0000370	Wa8730a016g003540_P001, Wa8730a016g003540_P002	g14924.t1
OG0000371	Wa8730a007g005150_P001	g11250.t1
OG0000371	Wa8730a012g004540_P001	g3041.t1
OG0000373	Wa8730a001g006610_P001	g3343.t1
OG0000374	Wa8730a001g007160_P001, Wa8730a010g004930_P001, Wa8730a001g007170_P001	g3401.t1
OG0000375	Wa8730a001g010850_P001, Wa8730a001g010840_P001, Wa8730a001g010820_P001, Wa8730a001g010830_P001	g3469.t1
OG0000376	Wa8730a001g011760_P001	g3491.t1
OG0000376	Wa8730a019g000470_P001	g8082.t1, g8688.t1
OG0000377	Wa8730a001g004780_P001	g3871.t1
OG0000377	Wa8730a019g001660_P001	g7886.t1
OG0000378	Wa8730a009g002710_P001	g5662.t1
OG0000378	Wa8730a001g004430_P001	g3903.t1
OG0000379	Wa8730a018g002360_P001	g8410.t1
OG0000379	Wa8730a001g003690_P001	g4035.t1, g4032.t1
OG0000380	Wa8730a018g003130_P002, Wa8730a018g003130_P001	g8375.t1, g5604.t1, g4064.t1
OG0000381	Wa8730a009g002080_P001	g4193.t1
OG0000381	Wa8730a009g002030_P001	g5538.t1
