Orthogroup	Sp9509_oxford_v3.proteins	wa8730.asm201904v2.ann1.proteins
OG0000132	Sp04g00509	Wa8730a007g005500_P001, Wa8730a007g005480_P001
OG0000132	Sp01g01228, Sp07g00124	Wa8730a001g005260_P001
OG0000133	Sp07g00197, Sp01g00124	Wa8730a009g006330_P001
OG0000133	Sp16g00318, Sp17g00390	Wa8730a008g001630_P001, Wa8730a008g004950_P001
OG0000134	Sp07g00497	Wa8730a012g001100_P001
OG0000134	Sp10g00173	Wa8730a020g000350_P001, Wa8730a020g002200_P001
OG0000135	Sp14g00587	Wa8730a014g004990_P001
OG0000136	Sp03g01087	Wa8730a003g007220_P001
OG0000136	Sp07g00817	Wa8730a012g003560_P001
OG0000137	Sp01g01437	Wa8730a001g006580_P001
OG0000137	Sp06g00176, Sp10g00968	Wa8730a009g001050_P001
OG0000138	Sp06g01076, Sp06g01077	Wa8730a018g001560_P001
OG0000138	Sp06g01079, Sp06g01105, Sp01g01299	Wa8730a009g003450_P002, Wa8730a009g003450_P001, Wa8730a018g001550_P001
OG0000139	Sp06g00878, Sp06g00880, Sp06g00877, Sp01g00889, Sp06g00406	Wa8730a006g003500_P001
OG0000141	Sp14g00426	Wa8730a013g002840_P001
OG0000141	Sp20g00242, Sp10g00316, Sp09g00325	Wa8730a014g005540_P001
OG0000142	Sp16g00118	Wa8730a007g001360_P001
OG0000142	Sp04g00149	Wa8730a007g001370_P001, Wa8730a007g007940_P001
OG0000142	Sp10g00342	Wa8730a020g000290_P001
OG0000143	Sp02g00864	Wa8730a002g004090_P001, Wa8730a002g004090_P002
OG0000143	Sp20g00256, Sp09g00342	Wa8730a014g005460_P001
OG0000144	Sp19g00517	Wa8730a004g005320_P001
OG0000144	Sp05g00641	Wa8730a010g003920_P001
OG0000144	Sp06g00754	Wa8730a018g003930_P001
OG0000145	Sp15g00217, Sp15g00219, Sp15g00216	Wa8730a001g008390_P001
OG0000145	Sp05g00820	Wa8730a010g005110_P001
OG0000146	Sp14g00556, Sp09g00470	Wa8730a014g004740_P001
OG0000146	Sp10g00879	Wa8730a009g003340_P001
OG0000146	Sp11g00777, Sp12g00613	Wa8730a015g002460_P001
OG0000147	Sp02g01039, Sp02g01038, Sp09g00518, Sp09g00519	Wa8730a002g001560_P001, Wa8730a002g001700_P001, Wa8730a002g001580_P001, Wa8730a002g001570_P001
OG0000148	Sp18g00196	Wa8730a016g003710_P001
OG0000148	Sp09g00652, Sp09g00653, Sp09g00655	Wa8730a014g003660_P001
OG0000149	Sp04g00566, Sp04g00569	Wa8730a007g005010_P001, Wa8730a007g005000_P001
OG0000149	Sp04g00564, Sp04g00567	Wa8730a007g005040_P001
OG0000150	Sp02g01102	Wa8730a016g001370_P001
OG0000150	Sp11g00837	Wa8730a011g005220_P001
OG0000150	Sp12g00688	Wa8730a015g001970_P001
OG0000151	Sp11g00907, Sp11g00906, Sp11g00909	Wa8730a004g001340_P001, Wa8730a004g001330_P001, Wa8730a011g005770_P001
OG0000152	Sp02g00353	Wa8730a009g000710_P001, Wa8730a001g011150_P001, Wa8730a009g000740_P001, Wa8730a018g000730_P001, Wa8730a002g008100_P001
OG0000153	Sp01g00642	Wa8730a002g003670_P001, Wa8730a002g003650_P001, Wa8730a002g003660_P001, Wa8730a002g003570_P001, Wa8730a002g003680_P001
OG0000154	Sp02g00974, Sp02g00973	Wa8730a002g000560_P001, Wa8730a005g001830_P001, Wa8730a002g000890_P001, Wa8730a002g000570_P001
OG0000155	Sp13g00068	Wa8730a002g002690_P001
OG0000156	Sp13g00600	Wa8730a004g002660_P001
OG0000156	Sp13g00599, Sp18g00568, Sp18g00569	Wa8730a016g001100_P001
OG0000157	Sp13g00568	Wa8730a004g002030_P001
OG0000157	Sp05g00224, Sp08g00919	Wa8730a005g002760_P001, Wa8730a005g002760_P002
OG0000158	Sp13g00400	Wa8730a004g000750_P001, Wa8730a004g000750_P002
OG0000158	Sp19g00320, Sp08g00420	Wa8730a005g005980_P001
OG0000159	Sp13g00320	Wa8730a004g000480_P001
OG0000159	Sp19g00402, Sp07g00789, Sp08g00223	Wa8730a005g007530_P001
OG0000160	Sp19g00086	Wa8730a004g008360_P001
OG0000160	Sp08g01119	Wa8730a005g001210_P001
OG0000160	Sp03g01296	Wa8730a003g008380_P001
OG0000161	Sp08g00507	Wa8730a004g001380_P001
OG0000161	Sp08g00506	Wa8730a005g005420_P004, Wa8730a005g005420_P002, Wa8730a005g005420_P001, Wa8730a005g005420_P003
OG0000162	Sp05g00393	Wa8730a010g002050_P001
OG0000162	Sp08g00488	Wa8730a004g007080_P001, Wa8730a008g004360_P001
OG0000163	Sp03g00772, Sp07g00128	Wa8730a003g004820_P001, Wa8730a015g002990_P001, Wa8730a005g001620_P001, Wa8730a010g000740_P001
OG0000164	Sp03g00430	Wa8730a003g001930_P001
OG0000164	Sp01g00139	Wa8730a009g006270_P001
OG0000164	Sp07g00214	Wa8730a008g001750_P001
OG0000165	Sp14g00543	Wa8730a013g001940_P001
OG0000165	Sp05g00396, Sp07g00389, Sp04g00068	Wa8730a007g008300_P001
OG0000166	Sp07g00567, Sp14g00098, Sp02g00126	Wa8730a002g009760_P001, Wa8730a018g002140_P001, Wa8730a012g001820_P001
OG0000167	Sp07g00730	Wa8730a012g003110_P001
OG0000167	Sp09g00416	Wa8730a014g005070_P001
OG0000167	Sp13g00114	Wa8730a002g003040_P001
OG0000168	Sp01g00997	Wa8730a001g003380_P001
OG0000168	Sp07g00814	Wa8730a012g003520_P001
OG0000169	Sp01g00721	Wa8730a001g001580_P001
OG0000169	Sp18g00255	Wa8730a016g003520_P001
OG0000169	Sp07g00898	Wa8730a012g004140_P001
OG0000170	Sp03g01015	Wa8730a003g006560_P001
OG0000170	Sp07g01047, Sp14g00528	Wa8730a013g001920_P001, Wa8730a013g001900_P001
OG0000171	Sp16g00534, Sp16g00532, Sp16g00535, Sp16g00531	Wa8730a008g003510_P001
OG0000172	Sp10g00359	Wa8730a012g000970_P001
OG0000172	Sp06g01166	Wa8730a018g001210_P001
OG0000172	Sp01g01389	Wa8730a001g006340_P001
OG0000173	Sp03g00989	Wa8730a003g006360_P001
OG0000173	Sp01g01460	Wa8730a001g006770_P001, Wa8730a001g006760_P001, Wa8730a001g006790_P001
OG0000174	Sp01g01756	Wa8730a001g012060_P001
OG0000174	Sp06g00033, Sp02g00391, Sp09g00348	Wa8730a014g005410_P001
OG0000175	Sp18g00603	Wa8730a016g000880_P001
OG0000175	Sp10g00931, Sp01g01360	Wa8730a001g006120_P001, Wa8730a001g006130_P001
OG0000176	Sp01g01263	Wa8730a001g005650_P001, Wa8730a001g005610_P001
OG0000176	Sp10g00884, Sp06g01057	Wa8730a018g001490_P001
OG0000177	Sp01g01121	Wa8730a019g001890_P001
OG0000177	Sp10g00817, Sp06g01006	Wa8730a009g002670_P001
OG0000177	Sp09g00843	Wa8730a014g002400_P001
OG0000178	Sp01g00984	Wa8730a001g003450_P001
OG0000178	Sp01g00989, Sp01g00985, Sp01g00988	Wa8730a001g003420_P001
OG0000179	Sp06g00231, Sp06g00214, Sp06g00232, Sp06g00218, Sp11g00019, Sp10g00344	Wa8730a019g001360_P001
OG0000180	Sp16g00634	Wa8730a006g000630_P001
OG0000180	Sp20g00247	Wa8730a017g002360_P001
OG0000180	Sp09g00330	Wa8730a009g004580_P001
OG0000181	Sp02g00760	Wa8730a002g004780_P001
OG0000181	Sp20g00215, Sp14g00375	Wa8730a013g003410_P001, Wa8730a017g002670_P001
OG0000182	Sp20g00196	Wa8730a017g002750_P001
OG0000182	Sp02g00665	Wa8730a002g005640_P001
OG0000183	Sp02g00293	Wa8730a002g008650_P001
OG0000183	Sp20g00072	Wa8730a001g002640_P001, Wa8730a004g000420_P001, Wa8730a004g000410_P001
OG0000184	Sp09g00563	Wa8730a014g004160_P001
OG0000184	Sp06g00147	Wa8730a019g000880_P001
OG0000184	Sp05g00420	Wa8730a010g002650_P001
OG0000185	Sp16g00189	Wa8730a006g004290_P001
OG0000185	Sp09g00085	Wa8730a014g007260_P001
OG0000185	Sp05g00186	Wa8730a010g000950_P001
OG0000186	Sp17g00145	Wa8730a009g005700_P001, Wa8730a002g008000_P001, Wa8730a002g008010_P001
OG0000187	Sp06g00526, Sp08g01030	Wa8730a019g003020_P001
OG0000187	Sp02g00580	Wa8730a005g001910_P001, Wa8730a002g006100_P001
OG0000188	Sp06g01141	Wa8730a018g001340_P001
OG0000188	Sp09g00834	Wa8730a014g002330_P001
OG0000189	Sp04g01229, Sp07g01069, Sp18g00706	Wa8730a012g005240_P001, Wa8730a001g005050_P001, Wa8730a001g005050_P002, Wa8730a016g000240_P001
OG0000190	Sp14g00258, Sp02g00528, Sp09g00211	Wa8730a002g006870_P001
OG0000191	Sp14g00330, Sp14g00332, Sp09g00951, Sp09g00253, Sp14g00331	Wa8730a013g003550_P001
OG0000192	Sp09g00461	Wa8730a014g004810_P001
OG0000192	Sp13g00024	Wa8730a002g002410_P001
OG0000193	Sp02g00053	Wa8730a002g010380_P001
OG0000193	Sp09g00505, Sp18g00153	Wa8730a014g004480_P001, Wa8730a014g004530_P001
OG0000194	Sp09g00959	Wa8730a014g001450_P001, Wa8730a014g001480_P001, Wa8730a014g001470_P001, Wa8730a014g001390_P001, Wa8730a014g001460_P001
OG0000195	Sp12g00480	Wa8730a015g003010_P001
OG0000195	Sp11g00736	Wa8730a011g004970_P001
OG0000195	Sp04g00990	Wa8730a007g002190_P001
OG0000197	Sp12g00664	Wa8730a015g002410_P003, Wa8730a015g002410_P002, Wa8730a015g002440_P001, Wa8730a015g002410_P001, Wa8730a015g002450_P001, Wa8730a015g002450_P002, Wa8730a015g002430_P001
OG0000198	Sp12g00151, Sp12g00130, Sp11g00648, Sp12g00149	Wa8730a015g005110_P001, Wa8730a005g004560_P001
OG0000199	Sp18g00339, Sp18g00334, Sp18g00330	Wa8730a015g001570_P001, Wa8730a010g006380_P001, Wa8730a016g002750_P001
OG0000200	Sp18g00149	Wa8730a020g001680_P001, Wa8730a020g001570_P001, Wa8730a020g001560_P001, Wa8730a016g004070_P001
OG0000201	Sp02g01289	Wa8730a004g004950_P001, Wa8730a004g004940_P001, Wa8730a004g004920_P001, Wa8730a004g004930_P001, Wa8730a002g000090_P001
OG0000202	Sp02g01110, Sp02g00938	Wa8730a001g002080_P001, Wa8730a001g002100_P001, Wa8730a001g002070_P001, Wa8730a001g002090_P001, Wa8730a001g002060_P001, Wa8730a001g001980_P001, Wa8730a001g002000_P001, Wa8730a001g001970_P001
OG0000204	Sp13g00940	Wa8730a009g002990_P001
OG0000204	Sp02g00941	Wa8730a019g003400_P001, Wa8730a013g002370_P001
OG0000206	Sp08g00266, Sp17g00542, Sp17g00540, Sp13g00893	Wa8730a004g005120_P001
OG0000207	Sp08g01197	Wa8730a010g000400_P001
OG0000207	Sp03g00842, Sp05g00248, Sp13g00539	Wa8730a005g003190_P001
OG0000208	Sp08g00492, Sp13g00434	Wa8730a005g005520_P001, Wa8730a005g005500_P001
OG0000209	Sp08g00987	Wa8730a005g002260_P001
OG0000209	Sp08g00355, Sp08g00289	Wa8730a005g006990_P001
OG0000210	Sp10g00607, Sp07g00376, Sp15g00264, Sp04g00025	Wa8730a009g003640_P001, Wa8730a012g000050_P001
OG0000211	Sp07g00995	Wa8730a017g000030_P001
OG0000211	Sp11g00088, Sp09g00695	Wa8730a014g003560_P001
OG0000212	Sp01g01564	Wa8730a001g010740_P001
OG0000212	Sp02g01015	Wa8730a002g001410_P001
OG0000213	Sp06g00029	Wa8730a019g000180_P001
OG0000213	Sp01g01759	Wa8730a001g012090_P001
OG0000214	Sp01g01322, Sp06g01234, Sp01g01319	Wa8730a009g004620_P001, Wa8730a018g001990_P001
OG0000215	Sp06g01090, Sp01g01309, Sp06g00250	Wa8730a001g005920_P001, Wa8730a019g001430_P001
OG0000216	Sp01g01249	Wa8730a002g004600_P001
OG0000216	Sp01g00926	Wa8730a001g002840_P001
OG0000217	Sp01g00120	Wa8730a003g002860_P001, Wa8730a009g006490_P001
OG0000217	Sp01g01230	Wa8730a014g001230_P001
OG0000218	Sp06g00287	Wa8730a019g001780_P001
OG0000218	Sp01g01195	Wa8730a001g005090_P002, Wa8730a001g005090_P001
OG0000220	Sp01g00834	Wa8730a001g002700_P001
OG0000220	Sp06g00441, Sp10g00708	Wa8730a009g002280_P001
OG0000221	Sp01g00805	Wa8730a001g002510_P001
OG0000221	Sp06g00647	Wa8730a019g003810_P001
OG0000221	Sp19g00510	Wa8730a004g005340_P001
OG0000222	Sp01g00703, Sp01g00625, Sp01g00627, Sp01g00674	Wa8730a014g002650_P001
OG0000223	Sp15g00313	Wa8730a001g009380_P001
OG0000223	Sp05g00776	Wa8730a010g004840_P001
OG0000223	Sp01g00638	Wa8730a001g001160_P001
OG0000224	Sp01g00581, Sp06g00582	Wa8730a019g003380_P001
OG0000224	Sp06g00672, Sp10g00574	Wa8730a018g003460_P001
OG0000225	Sp01g00147	Wa8730a009g006230_P001
OG0000225	Sp06g01089, Sp06g00255	Wa8730a019g001480_P001
OG0000226	Sp10g00665	Wa8730a009g002010_P001
OG0000226	Sp13g00436, Sp05g00368	Wa8730a004g001600_P001
OG0000227	Sp06g00922	Wa8730a018g002410_P001
OG0000227	Sp16g00599	Wa8730a005g003730_P001, Wa8730a001g011920_P001, Wa8730a017g003770_P001
OG0000228	Sp02g00364	Wa8730a014g006750_P001
OG0000229	Sp02g00782, Sp02g00780, Sp09g00305	Wa8730a002g004680_P001, Wa8730a014g005710_P001
OG0000230	Sp09g00785	Wa8730a014g002540_P001, Wa8730a014g002620_P001, Wa8730a014g002530_P001, Wa8730a014g002550_P001, Wa8730a014g002560_P001
OG0000231	Sp04g01021	Wa8730a019g001450_P001, Wa8730a012g001190_P001, Wa8730a003g007570_P001
OG0000232	Sp14g00577	Wa8730a013g002190_P001
OG0000232	Sp19g00153	Wa8730a005g002660_P001, Wa8730a004g007850_P001
OG0000233	Sp14g00056, Sp14g00057	Wa8730a013g005770_P001, Wa8730a013g005790_P001, Wa8730a013g005780_P001
OG0000234	Sp03g00665	Wa8730a008g004510_P001, Wa8730a008g004500_P001
OG0000235	Sp12g00856	Wa8730a015g000870_P001
OG0000235	Sp17g00272, Sp11g00933	Wa8730a011g005930_P001
OG0000236	Sp17g00240	Wa8730a008g003000_P001
OG0000236	Sp17g00241	Wa8730a008g004110_P001, Wa8730a008g004100_P001
OG0000237	Sp15g00432	Wa8730a001g010050_P001
OG0000238	Sp16g00294	Wa8730a006g003210_P001, Wa8730a006g003430_P001, Wa8730a006g003380_P001
OG0000239	Sp11g00143	Wa8730a011g000940_P001
OG0000239	Sp12g00797, Sp15g00069	Wa8730a001g007640_P001
OG0000240	Sp18g00332, Sp18g00338	Wa8730a010g006390_P001, Wa8730a016g002690_P001, Wa8730a016g002730_P001
OG0000241	Sp11g00876, Sp11g00878	Wa8730a012g004850_P001, Wa8730a010g000860_P001, Wa8730a010g000850_P001, Wa8730a010g000840_P001
OG0000243	Sp03g00875	Wa8730a003g005820_P001
OG0000243	Sp03g00866, Sp03g00873	Wa8730a001g000910_P001
OG0000244	Sp03g00754, Sp03g00752, Sp03g00755	Wa8730a003g004750_P001, Wa8730a003g004640_P001
OG0000245	Sp03g00715, Sp03g00713	Wa8730a006g004970_P001, Wa8730a006g004950_P001, Wa8730a006g004940_P001, Wa8730a006g004960_P001, Wa8730a003g004430_P001
OG0000246	Sp06g00093, Sp06g00081, Sp02g00436	Wa8730a002g007590_P001, Wa8730a019g000510_P001
OG0000247	Sp13g00106	Wa8730a002g002940_P001, Wa8730a002g003010_P001, Wa8730a002g002930_P001, Wa8730a002g002920_P001
OG0000248	Sp18g00184	Wa8730a016g003840_P001, Wa8730a016g003880_P001, Wa8730a016g003830_P001
OG0000250	Sp08g00130	Wa8730a005g008200_P001
OG0000250	Sp02g01231	Wa8730a004g005160_P001, Wa8730a002g000410_P001
OG0000251	Sp20g00079, Sp02g00398	Wa8730a004g003440_P001
OG0000252	Sp05g00919, Sp13g00601, Sp08g01002	Wa8730a010g005820_P001
OG0000253	Sp19g00140	Wa8730a004g007950_P001
OG0000253	Sp13g00585, Sp13g00591, Sp13g00584	Wa8730a004g002620_P001
OG0000254	Sp13g00553	Wa8730a004g002290_P001
OG0000254	Sp08g00893	Wa8730a005g002880_P001, Wa8730a005g002880_P002
OG0000255	Sp08g00774, Sp13g00518	Wa8730a013g004790_P001, Wa8730a014g006510_P001, Wa8730a005g000850_P001
OG0000256	Sp13g00407	Wa8730a004g000650_P001
OG0000256	Sp05g00405, Sp05g00404	Wa8730a010g002580_P001
OG0000257	Sp13g00392	Wa8730a004g000840_P001, Wa8730a005g006150_P001
OG0000257	Sp19g00321	Wa8730a004g006630_P001
OG0000258	Sp13g00230	Wa8730a017g004060_P001
OG0000258	Sp19g00466, Sp08g00079	Wa8730a005g008460_P001
OG0000259	Sp08g00075, Sp13g00219, Sp13g00218	Wa8730a017g004390_P001, Wa8730a017g004380_P001
OG0000260	Sp08g01177	Wa8730a007g000800_P001
OG0000260	Sp14g00324	Wa8730a002g005780_P001
OG0000261	Sp08g01159, Sp08g01160	Wa8730a005g000930_P001
OG0000261	Sp08g01158	Wa8730a005g000920_P001
OG0000262	Sp08g01136	Wa8730a005g001130_P001, Wa8730a005g001130_P002
OG0000262	Sp10g00468	Wa8730a005g001120_P001
OG0000263	Sp04g01277	Wa8730a006g005620_P001
OG0000263	Sp08g01042	Wa8730a005g001930_P001, Wa8730a005g001960_P001
OG0000264	Sp08g00921	Wa8730a005g002770_P001
OG0000267	Sp19g00241	Wa8730a004g007320_P001
OG0000267	Sp08g00659, Sp03g00142	Wa8730a003g000710_P001
OG0000268	Sp08g00468	Wa8730a005g005660_P001
OG0000269	Sp08g00404	Wa8730a005g006050_P001, Wa8730a005g005730_P001, Wa8730a005g006110_P001, Wa8730a005g006010_P001
OG0000270	Sp05g00458, Sp08g00369	Wa8730a010g002730_P001
OG0000271	Sp12g00215	Wa8730a015g005290_P002, Wa8730a015g005290_P001
OG0000271	Sp08g00364	Wa8730a005g006500_P001
OG0000272	Sp05g00311	Wa8730a010g001790_P001
OG0000272	Sp08g00322	Wa8730a005g006780_P001
OG0000273	Sp06g01242	Wa8730a018g000580_P001
OG0000273	Sp01g01609	Wa8730a001g011170_P001, Wa8730a001g011180_P001
OG0000274	Sp10g01017, Sp01g01602, Sp14g00039, Sp11g00538	Wa8730a009g000730_P001
OG0000275	Sp19g00425, Sp08g00188	Wa8730a004g005840_P001, Wa8730a004g005830_P001
OG0000276	Sp02g00744	Wa8730a002g004940_P001
OG0000276	Sp07g00022, Sp03g01196	Wa8730a003g006900_P001
OG0000277	Sp07g00107	Wa8730a008g000700_P001
OG0000277	Sp09g00874	Wa8730a006g005420_P001, Wa8730a014g002020_P001
OG0000278	Sp09g00933	Wa8730a014g001660_P001
OG0000278	Sp07g00134, Sp03g00729	Wa8730a003g004560_P001
OG0000279	Sp07g00623, Sp04g00786	Wa8730a012g002250_P001
OG0000279	Sp10g00253	Wa8730a020g001660_P001
OG0000280	Sp18g00251	Wa8730a016g003500_P001
OG0000280	Sp01g01130, Sp07g00895	Wa8730a012g004080_P001
OG0000281	Sp07g01018	Wa8730a012g004900_P001
OG0000281	Sp07g01019, Sp07g01016	Wa8730a012g004910_P001
OG0000282	Sp06g01208	Wa8730a018g000910_P001
OG0000282	Sp10g00988, Sp01g01529	Wa8730a009g000940_P001
OG0000283	Sp10g00356, Sp01g01585, Sp10g01010	Wa8730a001g011030_P001, Wa8730a001g011020_P001
OG0000284	Sp01g01186, Sp01g01188	Wa8730a001g005020_P001
OG0000284	Sp18g00704	Wa8730a016g000250_P001
OG0000285	Sp01g01069, Sp02g00549	Wa8730a001g004160_P001, Wa8730a017g002170_P001, Wa8730a002g006740_P001
OG0000286	Sp06g00903, Sp01g00899, Sp10g00740	Wa8730a009g002360_P001, Wa8730a018g003100_P001
OG0000287	Sp01g00792	Wa8730a001g002180_P001, Wa8730a001g002020_P001, Wa8730a001g002190_P001, Wa8730a001g002160_P001, Wa8730a001g002010_P001
OG0000288	Sp01g00711	Wa8730a001g001730_P002, Wa8730a001g001730_P001
OG0000288	Sp06g00684	Wa8730a018g003580_P001
OG0000289	Sp03g01374	Wa8730a009g005130_P001
OG0000289	Sp01g00380	Wa8730a014g000260_P001, Wa8730a003g008760_P001
OG0000290	Sp14g00341, Sp01g00114, Sp20g00200	Wa8730a017g002780_P001, Wa8730a013g005960_P001
OG0000291	Sp10g00282, Sp10g00286	Wa8730a020g001310_P001
OG0000291	Sp01g00107	Wa8730a009g006510_P001
OG0000292	Sp03g00277	Wa8730a003g001430_P001
OG0000292	Sp01g00097	Wa8730a009g006620_P001, Wa8730a013g003430_P001
OG0000293	Sp01g00052	Wa8730a009g006950_P002, Wa8730a009g006950_P001, Wa8730a009g006940_P002, Wa8730a009g006940_P001
OG0000294	Sp10g00593	Wa8730a009g003700_P001
OG0000294	Sp10g00066	Wa8730a020g002940_P001
OG0000295	Sp10g00096, Sp10g00095	Wa8730a007g008030_P001, Wa8730a020g002770_P001, Wa8730a020g002760_P001
OG0000296	Sp10g00197	Wa8730a020g002300_P001, Wa8730a020g002300_P002
OG0000296	Sp04g00612	Wa8730a007g004680_P001
OG0000297	Sp10g00371	Wa8730a020g000600_P001
OG0000297	Sp18g00309, Sp18g00685	Wa8730a016g002890_P001
OG0000298	Sp10g00440	Wa8730a020g000990_P001
OG0000299	Sp10g00635, Sp10g00640, Sp10g00636, Sp10g00642, Sp10g00654	Wa8730a009g001740_P001
OG0000300	Sp18g00286, Sp10g00779, Sp06g00364	Wa8730a019g002230_P001, Wa8730a016g003080_P001
OG0000301	Sp20g00472	Wa8730a017g000890_P001
OG0000301	Sp11g00409	Wa8730a011g002660_P001, Wa8730a011g002660_P002
OG0000302	Sp20g00423	Wa8730a017g001090_P001
OG0000302	Sp02g01135, Sp14g00629	Wa8730a013g001230_P001
OG0000303	Sp14g00525	Wa8730a013g001720_P001
OG0000303	Sp20g00376	Wa8730a013g001710_P001
OG0000304	Sp20g00289	Wa8730a017g002050_P001
OG0000304	Sp09g00398, Sp13g00168	Wa8730a002g003340_P001
OG0000305	Sp02g00653	Wa8730a002g005710_P001
OG0000305	Sp13g00086, Sp13g00085, Sp20g00185	Wa8730a017g002920_P001
OG0000306	Sp19g00464, Sp05g00600	Wa8730a004g005570_P001, Wa8730a004g005560_P001, Wa8730a004g005550_P001
OG0000307	Sp18g00396, Sp04g01398, Sp05g00732	Wa8730a016g002400_P001, Wa8730a016g002390_P001
OG0000308	Sp15g00321	Wa8730a001g009480_P001
OG0000308	Sp12g00332, Sp05g00760	Wa8730a010g004600_P001
OG0000309	Sp05g00846, Sp05g00847	Wa8730a010g005310_P001
OG0000309	Sp05g00849, Sp05g00850	Wa8730a010g005300_P001
OG0000310	Sp05g00969	Wa8730a015g001390_P001, Wa8730a010g006450_P001
OG0000311	Sp12g00152, Sp06g00600, Sp06g00602, Sp06g00603	Wa8730a011g004830_P001, Wa8730a020g000180_P001
OG0000312	Sp06g00421	Wa8730a019g002370_P001, Wa8730a019g002340_P001, Wa8730a019g002360_P001, Wa8730a019g002350_P001
OG0000313	Sp06g00153	Wa8730a019g000910_P001
OG0000313	Sp02g01075, Sp02g01076	Wa8730a002g001850_P001
OG0000314	Sp06g00913, Sp06g00912	Wa8730a018g002380_P001, Wa8730a018g002390_P001, Wa8730a018g002470_P001
OG0000315	Sp03g01051, Sp18g00758	Wa8730a016g000030_P001
OG0000315	Sp06g00627	Wa8730a009g004200_P001, Wa8730a019g003700_P001
OG0000316	Sp09g00820	Wa8730a014g002240_P001
OG0000316	Sp19g00371	Wa8730a005g007100_P001, Wa8730a004g006160_P001
OG0000317	Sp11g00347	Wa8730a011g002190_P001
OG0000317	Sp09g00627	Wa8730a013g000870_P001, Wa8730a014g003790_P001
OG0000318	Sp09g00914	Wa8730a014g001750_P002, Wa8730a014g001750_P003, Wa8730a014g001750_P001
OG0000318	Sp03g00769	Wa8730a003g004880_P001
OG0000319	Sp04g00185	Wa8730a007g007910_P001
OG0000319	Sp04g00184, Sp04g00348	Wa8730a007g006710_P002, Wa8730a007g006710_P001
OG0000320	Sp05g00827	Wa8730a010g005190_P001, Wa8730a010g004740_P001, Wa8730a010g004730_P001, Wa8730a010g004750_P001
OG0000322	Sp11g00500	Wa8730a011g003440_P001
OG0000322	Sp17g00017, Sp14g00334	Wa8730a018g001870_P001
OG0000324	Sp02g01200	Wa8730a002g000680_P001
OG0000324	Sp02g00880, Sp17g00263	Wa8730a008g004330_P001
OG0000325	Sp16g00093	Wa8730a007g000520_P005, Wa8730a007g000520_P003, Wa8730a007g000520_P004, Wa8730a007g000520_P002, Wa8730a007g000520_P001
OG0000326	Sp02g00887, Sp16g00097	Wa8730a002g003890_P001
OG0000326	Sp08g00790	Wa8730a005g003390_P001, Wa8730a005g003360_P001
OG0000327	Sp15g00358, Sp12g00267	Wa8730a015g004580_P001
OG0000327	Sp15g00357, Sp12g00268	Wa8730a001g009590_P001
OG0000328	Sp12g00413	Wa8730a016g003590_P001, Wa8730a015g004010_P001
OG0000329	Sp11g00245	Wa8730a011g001690_P001, Wa8730a011g001670_P001
OG0000329	Sp12g00598	Wa8730a015g002820_P001
OG0000330	Sp12g00010, Sp15g00461	Wa8730a015g005990_P001, Wa8730a015g006180_P001
OG0000331	Sp11g00778	Wa8730a011g005160_P002, Wa8730a011g005160_P001
OG0000331	Sp15g00155	Wa8730a001g008930_P001
OG0000332	Sp11g00594, Sp11g00592	Wa8730a011g004000_P001, Wa8730a011g004020_P001, Wa8730a011g004030_P001
OG0000333	Sp02g00082	Wa8730a002g010160_P001, Wa8730a002g010170_P001, Wa8730a002g009690_P001, Wa8730a002g010140_P001
OG0000334	Sp02g00248	Wa8730a002g009960_P001
OG0000334	Sp02g00083	Wa8730a002g010080_P002, Wa8730a002g010080_P001
OG0000335	Sp02g00965	Wa8730a002g002060_P001
OG0000335	Sp02g01014	Wa8730a002g001390_P002
OG0000336	Sp15g00296, Sp15g00295	Wa8730a001g009290_P003, Wa8730a001g009290_P002, Wa8730a001g009290_P001, Wa8730a001g009300_P002, Wa8730a001g009300_P001
OG0000341	Sp15g00001	Wa8730a007g000740_P001
OG0000342	Sp13g00897	Wa8730a004g005100_P001
OG0000343	Sp13g00743, Sp13g00740	Wa8730a004g003880_P001
OG0000344	Sp08g00318	Wa8730a005g006860_P001
OG0000344	Sp13g00364, Sp18g00182	Wa8730a016g004090_P001
OG0000345	Sp13g00352	Wa8730a004g001080_P001
OG0000345	Sp19g00363, Sp08g00306	Wa8730a005g006900_P001
OG0000346	Sp19g00514	Wa8730a004g005300_P001
OG0000346	Sp13g00172	Wa8730a015g005420_P001, Wa8730a017g004700_P001
OG0000347	Sp10g00059	Wa8730a020g002960_P001
OG0000348	Sp08g01225	Wa8730a014g005360_P001, Wa8730a014g005320_P001, Wa8730a014g005370_P001, Wa8730a014g005370_P002
OG0000349	Sp08g01146, Sp07g00050, Sp19g00068	Wa8730a004g008540_P001, Wa8730a005g001000_P001
OG0000350	Sp05g00038, Sp08g01130	Wa8730a010g000220_P001, Wa8730a005g001150_P001
OG0000351	Sp08g00995	Wa8730a005g002070_P001
OG0000351	Sp16g00061, Sp16g00062	Wa8730a007g000690_P001
OG0000352	Sp08g00990	Wa8730a005g002240_P001
OG0000352	Sp13g00013	Wa8730a002g002290_P001
OG0000353	Sp08g00792	Wa8730a010g001550_P001
