Orthogroup	Sp9509_oxford_v3.proteins	Sp7498_pacbio.protein
OG0000198	Sp12g00149	g14365.t1
OG0000199	Sp18g00339	g14804.t1
OG0000199	Sp18g00334	g14809.t1
OG0000199	Sp18g00330	g14812.t1
OG0000200	Sp18g00149	g14995.t1
OG0000201	Sp02g01289	g18682.t1
OG0000204	Sp13g00940	g59.t1
OG0000204	Sp02g00941	g7617.t1, g18195.t1
OG0000205	Sp13g00914	g81.t1, g84.t1
OG0000205	Sp13g00909	g86.t1
OG0000205	Sp13g00911	g4888.t1, g87.t1, g82.t1
OG0000205	Sp13g00908	g88.t1
OG0000206	Sp08g00266	g9050.t1, g1806.t1
OG0000206	Sp17g00542	g9049.t1
OG0000206	Sp17g00540, Sp13g00893	g102.t1
OG0000207	Sp08g01197	g966.t1
OG0000207	Sp03g00842	g16509.t1
OG0000207	Sp05g00248	g6863.t1
OG0000207	Sp13g00539	g422.t1
OG0000208	Sp08g00492	g1596.t1
OG0000208	Sp13g00434	g511.t1
OG0000209	Sp08g00987	g1144.t1
OG0000209	Sp08g00355	g1724.t1
OG0000209	Sp08g00289	g1786.t1
OG0000210	Sp10g00607	g5464.t1
OG0000210	Sp07g00376	g2463.t1
OG0000210	Sp15g00264, Sp04g00025	g11749.t1
OG0000211	Sp07g00995	g9206.t1, g3083.t1
OG0000211	Sp11g00088	g15948.t1
OG0000211	Sp09g00695	g9907.t1
OG0000212	Sp01g01564	g3459.t1
OG0000212	Sp02g01015	g18447.t1
OG0000212	Sp10g01004	g5797.t1
OG0000213	Sp06g00029	g8114.t1
OG0000213	Sp01g01759	g3544.t1
OG0000213	Sp10g01078	g5875.t1
OG0000214	Sp01g01322	g3686.t1
OG0000214	Sp06g01234, Sp01g01319	g3689.t1
OG0000215	Sp06g01090	g8551.t1
OG0000215	Sp01g01309	g7938.t1, g3700.t1
OG0000216	Sp01g01249	g3764.t1
OG0000216	Sp10g00752	g4072.t1
OG0000217	Sp01g00120	g3782.t1, g16836.t1, g4772.t1
OG0000218	Sp06g00287	g7901.t1
OG0000218	Sp01g01195	g3822.t1
OG0000220	Sp01g00834	g4157.t1
OG0000220	Sp06g00441	g7756.t1
OG0000220	Sp10g00708	g5560.t1
OG0000221	Sp01g00805	g4185.t1
OG0000221	Sp06g00647	g7565.t1
OG0000221	Sp19g00510	g9171.t1
OG0000222	Sp01g00703	g4281.t1
OG0000222	Sp01g00625, Sp01g00627	g4358.t1, g4356.t1
OG0000222	Sp01g00674	g4313.t1
OG0000223	Sp15g00313	g19035.t1
OG0000223	Sp05g00776	g7247.t1
OG0000223	Sp01g00638	g4348.t1
OG0000224	Sp01g00581	g4408.t1
OG0000224	Sp06g00582	g7619.t1
OG0000224	Sp06g00672, Sp10g00574	g5429.t1
OG0000225	Sp01g00147	g4753.t1
OG0000225	Sp06g01089	g8550.t1
OG0000225	Sp06g00255	g7934.t1
OG0000226	Sp10g00665	g5516.t1
OG0000226	Sp06g00491	g7705.t1
OG0000226	Sp13g00436, Sp05g00368	g6757.t1
OG0000227	Sp16g00599	g6529.t1
OG0000228	Sp02g00364	g8421.t1, g8422.t1, g8420.t1, g8423.t1, g17642.t1, g9424.t1
OG0000229	Sp02g00782	g18044.t1
OG0000229	Sp02g00780	g18042.t1
OG0000229	Sp09g00305	g9562.t1, g18045.t1
OG0000230	Sp09g00785	g10296.t1
OG0000231	Sp04g01021	g10784.t1
OG0000232	Sp14g00577	g11982.t1
OG0000232	Sp19g00153	g19356.t1
OG0000233	Sp14g00056	g12476.t1
OG0000233	Sp14g00057	g12475.t1
OG0000234	Sp03g00665	g15697.t1
OG0000234	Sp17g00397	g12754.t1
OG0000235	Sp12g00856	g14245.t1
OG0000235	Sp17g00272	g12871.t1
OG0000235	Sp11g00933	g15188.t1
OG0000236	Sp17g00240	g12903.t1, g12902.t1
OG0000236	Sp17g00241	g12901.t1
OG0000237	Sp15g00432	g19155.t1
OG0000237	Sp15g00433	g19156.t1
OG0000237	Sp16g00004	g13121.t1
OG0000237	Sp03g00404	g16952.t1
OG0000238	Sp16g00294	g13402.t1, g13403.t1
OG0000239	Sp11g00143	g15892.t1
OG0000239	Sp12g00797	g14185.t1
OG0000239	Sp15g00069	g18777.t1
OG0000240	Sp18g00332	g14811.t1
OG0000240	Sp18g00338	g14805.t1
OG0000241	Sp11g00876	g15248.t1
OG0000241	Sp11g00878	g15246.t1
OG0000243	Sp03g00875	g16477.t1, g16485.t1
OG0000243	Sp03g00866	g16488.t1
OG0000243	Sp03g00873	g16479.t1
OG0000244	Sp03g00754, Sp03g00752	g16588.t1
OG0000244	Sp03g00755	g16586.t1
OG0000245	Sp03g00715	g16622.t1
OG0000245	Sp03g00713	g16625.t1
OG0000246	Sp06g00093, Sp06g00081, Sp02g00436	g17715.t1
OG0000247	Sp13g00106	g18270.t1
OG0000250	Sp08g00130	g2028.t1
OG0000250	Sp13g00931	g68.t1
OG0000250	Sp02g01231	g18631.t1
OG0000251	Sp20g00079	g6351.t1
OG0000251	Sp02g00398	g17677.t1
OG0000252	Sp05g00919	g7389.t1
OG0000252	Sp13g00601	g369.t1
OG0000252	Sp08g01002	g1131.t1
OG0000253	Sp19g00140	g19343.t1
OG0000253	Sp13g00585, Sp13g00591, Sp13g00584	g381.t1
OG0000254	Sp13g00553	g408.t1
OG0000254	Sp08g00893	g1244.t1
OG0000255	Sp08g00774	g1327.t1
OG0000255	Sp13g00518	g438.t1
OG0000256	Sp13g00407	g529.t1
OG0000256	Sp05g00404	g6721.t1
OG0000257	Sp13g00392	g541.t1
OG0000257	Sp19g00321	g9033.t1
OG0000258	Sp13g00230	g694.t1
OG0000258	Sp19g00466	g9129.t1
OG0000258	Sp08g00079	g2076.t1
OG0000259	Sp08g00075	g2078.t1
OG0000259	Sp13g00219	g705.t1
OG0000259	Sp13g00218	g706.t1
OG0000260	Sp08g01177	g985.t1
OG0000260	Sp14g00324	g12225.t1
OG0000261	Sp08g01159, Sp08g01160	g1002.t1
OG0000261	Sp08g01158	g1003.t1
OG0000262	Sp08g01136	g1024.t1
OG0000262	Sp10g00468	g5324.t1
OG0000263	Sp04g01277	g10540.t1
OG0000263	Sp08g01042	g1107.t1
OG0000264	Sp08g00921	g1210.t1
OG0000264	Sp12g00786	g17612.t1, g17115.t1
OG0000264	Sp11g00893	g15231.t1
OG0000265	Sp08g00807	g1300.t1
OG0000265	Sp08g00810	g1298.t1
OG0000265	Sp06g00471	g7719.t1
OG0000265	Sp08g00813, Sp08g00808, Sp08g00805	g1301.t1
OG0000266	Sp08g00681	g1414.t1
OG0000266	Sp11g00141	g15894.t1
OG0000266	Sp16g00011	g13128.t1
OG0000266	Sp08g00688	g18694.t1
OG0000267	Sp19g00241	g8896.t1
OG0000267	Sp08g00659	g1434.t1
OG0000267	Sp03g00142	g17192.t1
OG0000268	Sp05g00398	g6726.t1
OG0000268	Sp08g00468	g1612.t1
OG0000269	Sp08g00404	g1676.t1
OG0000270	Sp05g00458	g6693.t1
OG0000270	Sp08g00369	g1710.t1
OG0000270	Sp05g00459	g1711.t1, g6692.t1
OG0000271	Sp12g00215	g13664.t1
OG0000271	Sp08g00364	g1717.t1
OG0000272	Sp19g00243	g8898.t1
OG0000272	Sp05g00311	g6806.t1
OG0000272	Sp08g00322	g1756.t1
OG0000273	Sp06g01242	g8669.t1
OG0000273	Sp01g01609	g1913.t1
OG0000274	Sp10g01017	g5812.t1
OG0000274	Sp01g01602	g1919.t1
OG0000274	Sp14g00039, Sp11g00538	g15556.t1
OG0000275	Sp19g00425	g9092.t1
OG0000275	Sp08g00188	g1976.t1
OG0000276	Sp02g00744	g18005.t1
OG0000276	Sp07g00022	g2125.t1
OG0000276	Sp03g01196	g16183.t1
OG0000277	Sp07g00107	g2201.t1
OG0000277	Sp09g00874	g10212.t1
OG0000278	Sp09g00933	g10159.t1
OG0000278	Sp07g00134	g2231.t1
OG0000278	Sp03g00729	g16608.t1
OG0000279	Sp07g00623	g2729.t1
OG0000279	Sp04g00786	g11013.t1
OG0000279	Sp10g00253	g5127.t1
OG0000280	Sp18g00251	g14890.t1
OG0000280	Sp01g01130	g3884.t1
OG0000280	Sp07g00895	g2981.t1
OG0000281	Sp07g01018	g3114.t1
OG0000281	Sp07g01019	g3116.t1
OG0000281	Sp07g01016	g3113.t1
OG0000282	Sp06g01208	g8636.t1
OG0000282	Sp10g00988	g5783.t1
OG0000282	Sp01g01529	g3423.t1
OG0000283	Sp10g00356	g5216.t1
OG0000283	Sp01g01585	g3486.t1
OG0000283	Sp10g01010	g5804.t1
OG0000284	Sp01g01186	g3831.t1
OG0000284	Sp01g01188	g3830.t1
OG0000284	Sp18g00704	g8779.t1
OG0000285	Sp01g01069	g3944.t1
OG0000285	Sp02g00549	g17818.t1
OG0000286	Sp06g00903	g8387.t1
OG0000286	Sp01g00899	g4099.t1
OG0000286	Sp10g00740	g5591.t1
OG0000287	Sp01g00792	g4197.t1
OG0000288	Sp01g00711	g4273.t1
OG0000288	Sp06g00684	g8193.t1, g8161.t1
OG0000289	Sp01g00380	g16048.t1, g4570.t1
OG0000290	Sp14g00341	g12208.t1
OG0000290	Sp01g00114	g4776.t1
OG0000290	Sp20g00200	g6234.t1
OG0000291	Sp10g00282	g5154.t1
OG0000291	Sp10g00286	g5158.t1
OG0000291	Sp01g00107	g4783.t1
OG0000292	Sp03g00277	g17066.t1
OG0000292	Sp01g00097	g4793.t1
OG0000293	Sp01g00052	g4838.t1
OG0000294	Sp10g00594	g5451.t1
OG0000294	Sp10g00066	g4949.t1
OG0000295	Sp10g00096	g4980.t1
OG0000295	Sp10g00095	g4979.t1
OG0000296	Sp10g00197	g5078.t1
OG0000296	Sp04g00612	g11188.t1
OG0000297	Sp10g00371	g5234.t1
OG0000297	Sp18g00309	g14834.t1
OG0000298	Sp10g00441	g5293.t1
OG0000298	Sp04g00097	g11673.t1
OG0000298	Sp10g00440	g5290.t1, g5291.t1
OG0000299	Sp10g00635	g5496.t1
OG0000299	Sp10g00640, Sp10g00636	g5506.t1, g5500.t1
OG0000300	Sp18g00286	g7836.t1
OG0000300	Sp10g00779	g5624.t1
OG0000300	Sp06g00364	g14855.t1
OG0000301	Sp20g00472	g5979.t1
OG0000301	Sp11g00409	g15668.t1
OG0000302	Sp20g00423	g6027.t1
OG0000302	Sp02g01135	g18546.t1
OG0000302	Sp14g00629	g11931.t1
OG0000303	Sp14g00525	g12034.t1
OG0000303	Sp20g00376	g12036.t1, g12035.t1, g6074.t1
OG0000304	Sp20g00289	g6153.t1
OG0000304	Sp09g00398	g9648.t1
OG0000304	Sp13g00168	g18217.t1
OG0000305	Sp02g00653	g17918.t1
OG0000305	Sp13g00086, Sp13g00085	g18289.t1
OG0000305	Sp20g00185	g6247.t1
OG0000306	Sp19g00464	g9127.t1
OG0000306	Sp05g00600	g6555.t1
OG0000307	Sp18g00396	g14753.t1
OG0000307	Sp04g01398	g10431.t1
OG0000307	Sp05g00732	g7202.t1
OG0000308	Sp15g00321	g19044.t1
OG0000308	Sp12g00332	g13766.t1
OG0000308	Sp05g00760	g7231.t1
OG0000309	Sp05g00846, Sp05g00847	g7318.t1
OG0000309	Sp05g00849, Sp05g00850	g7319.t1
OG0000310	Sp05g00969	g7432.t1
OG0000311	Sp06g00600	g7605.t1
OG0000311	Sp06g00602	g7603.t1
OG0000311	Sp06g00603	g7602.t1
OG0000312	Sp06g00421	g7778.t1
OG0000313	Sp06g00153	g8014.t1
OG0000313	Sp02g01075	g18492.t1
OG0000313	Sp02g01076	g18493.t1
OG0000314	Sp06g00913	g8397.t1
OG0000314	Sp06g00912	g8396.t1
OG0000315	Sp03g01051, Sp18g00758	g8796.t1
OG0000316	Sp09g00820	g10265.t1
OG0000316	Sp19g00371	g8984.t1
OG0000317	Sp11g00347	g15728.t1
OG0000317	Sp09g00627	g9839.t1
OG0000318	Sp09g00914	g10174.t1
OG0000318	Sp03g00769	g16571.t1
OG0000319	Sp04g00185	g11594.t1
OG0000319	Sp04g00184, Sp04g00348	g11431.t1
OG0000320	Sp05g00827	g11504.t1
OG0000321	Sp14g00451	g12105.t1
OG0000321	Sp14g00448	g12108.t1
OG0000321	Sp14g00449	g12107.t1
OG0000321	Sp14g00446	g12110.t1
OG0000321	Sp14g00445	g12111.t1
OG0000322	Sp11g00500	g15588.t1
OG0000322	Sp17g00017	g13104.t1
OG0000322	Sp14g00334	g12215.t1
OG0000324	Sp02g01200	g18604.t1
OG0000324	Sp02g00880	g18136.t1
OG0000324	Sp17g00263	g12881.t1
OG0000325	Sp16g00093	g13211.t1
OG0000326	Sp02g00887, Sp16g00097	g13216.t1
OG0000327	Sp15g00358, Sp12g00267	g13715.t1
OG0000327	Sp15g00357, Sp12g00268	g19076.t1
OG0000328	Sp12g00413	g13847.t1
OG0000329	Sp11g00245	g15836.t1
OG0000329	Sp12g00598	g13996.t1
OG0000330	Sp12g00010	g14469.t1
OG0000330	Sp15g00461	g19186.t1
OG0000331	Sp11g00778	g15330.t1
OG0000331	Sp15g00155	g18843.t1, g18884.t1
OG0000332	Sp11g00594, Sp11g00592	g15502.t1
OG0000333	Sp02g00082	g17371.t1
OG0000334	Sp02g00248	g17531.t1, g17372.t1
OG0000334	Sp02g00083	g17373.t1
OG0000335	Sp02g00965	g18399.t1
OG0000335	Sp02g01014	g18445.t1
OG0000336	Sp15g00296, Sp15g00295	g19020.t1
OG0000341	Sp15g00001	g14345.t1, g1.t1, g17291.t1, g9249.t1, g786.t1, g808.t1, g785.t1
OG0000342	Sp13g00897	g98.t1
OG0000343	Sp13g00743	g232.t1
OG0000343	Sp13g00740	g235.t1
OG0000344	Sp08g00318	g1759.t1
OG0000344	Sp13g00364	g564.t1
OG0000344	Sp18g00182	g14962.t1
OG0000345	Sp13g00352	g576.t1
OG0000345	Sp19g00363	g8992.t1
OG0000345	Sp08g00306	g1770.t1
OG0000346	Sp13g00172	g746.t1
OG0000347	Sp10g00058, Sp01g00949, Sp08g01269	g904.t1
OG0000347	Sp10g00059	g4944.t1
OG0000348	Sp08g01225	g940.t1
OG0000349	Sp08g01146	g1013.t1
OG0000349	Sp07g00050, Sp19g00068	g19269.t1
OG0000350	Sp05g00038	g7018.t1
OG0000350	Sp08g01130	g1025.t1
OG0000351	Sp08g00995	g1137.t1
OG0000351	Sp16g00061, Sp16g00062	g13175.t1
OG0000352	Sp08g00990	g1142.t1, g1141.t1
OG0000352	Sp13g00013	g18367.t1
OG0000353	Sp08g00792	g1313.t1
OG0000353	Sp16g00089	g13207.t1
OG0000354	Sp08g00729	g1361.t1
OG0000355	Sp08g00689, Sp08g00685	g18690.t1, g1406.t1, g1402.t1, g1411.t1, g18695.t1
OG0000356	Sp08g00554	g1537.t1
OG0000356	Sp05g00463, Sp08g00363	g1718.t1
OG0000357	Sp19g00315	g9039.t1
OG0000357	Sp08g00427	g1654.t1
OG0000358	Sp08g00237	g1834.t1, g1862.t1
OG0000358	Sp11g00850	g15267.t1
OG0000359	Sp01g01673	g1849.t1
OG0000359	Sp01g01674	g1848.t1
OG0000360	Sp01g01665	g1861.t1
OG0000360	Sp03g00767	g16573.t1
OG0000361	Sp01g01637	g1888.t1
OG0000361	Sp01g01636, Sp03g01125	g16251.t1
OG0000362	Sp14g00002	g12534.t1
OG0000362	Sp07g00026	g2127.t1
OG0000363	Sp01g00349	g4599.t1
OG0000363	Sp07g00036, Sp07g00251	g2140.t1
OG0000364	Sp20g00501	g5951.t1
OG0000364	Sp07g00119	g2214.t1
OG0000365	Sp07g00188	g2292.t1
OG0000366	Sp07g00242	g2335.t1
OG0000366	Sp03g00330	g17010.t1
OG0000367	Sp07g00324	g9980.t1, g2414.t1
OG0000368	Sp04g00595	g11207.t1
OG0000368	Sp07g00552	g2658.t1
OG0000369	Sp10g00053	g4939.t1
OG0000369	Sp07g00773	g4940.t1, g2863.t1
OG0000370	Sp07g00882	g2970.t1
OG0000370	Sp18g00217	g14924.t1
OG0000371	Sp04g00553	g11250.t1
OG0000371	Sp07g00962	g3041.t1
OG0000372	Sp16g00572	g13626.t1
OG0000372	Sp16g00574	g3209.t1, g13628.t1
OG0000372	Sp16g00571	g3212.t1, g13625.t1
OG0000373	Sp01g01433, Sp01g01432, Sp01g01434, Sp01g01435, Sp01g01431	g3343.t1
OG0000374	Sp01g01505	g3401.t1
OG0000375	Sp01g01567	g3469.t1
OG0000376	Sp01g01694	g3491.t1
OG0000376	Sp06g00065	g8082.t1, g8688.t1
OG0000377	Sp01g01144	g3871.t1
OG0000377	Sp06g00305, Sp06g00306	g7886.t1
OG0000378	Sp10g00832	g5662.t1
OG0000378	Sp01g01111	g3903.t1
OG0000379	Sp06g00928	g8410.t1
OG0000379	Sp01g00966	g4035.t1
OG0000379	Sp01g00970	g4032.t1
OG0000380	Sp06g00893	g8375.t1
OG0000380	Sp10g00755	g5604.t1
OG0000380	Sp01g00935	g4064.t1
OG0000381	Sp01g00796	g4193.t1
OG0000381	Sp10g00688	g5538.t1
OG0000382	Sp03g01029	g16330.t1
OG0000382	Sp01g00731	g4255.t1
OG0000383	Sp01g00496	g4481.t1
OG0000383	Sp06g00723	g8218.t1
OG0000384	Sp01g00135	g4761.t1
OG0000384	Sp02g00838	g18098.t1
OG0000385	Sp01g00063	g4827.t1
OG0000385	Sp09g01098	g10014.t1
OG0000385	Sp03g00192	g17147.t1
OG0000386	Sp10g00065	g4948.t1, g4947.t1
OG0000386	Sp04g01144	g10672.t1
OG0000387	Sp10g00297	g5166.t1
OG0000387	Sp16g00303	g13411.t1
OG0000388	Sp10g00365	g5227.t1
OG0000389	Sp16g00052	g13165.t1
OG0000389	Sp10g00411	g5264.t1
OG0000390	Sp10g00621, Sp10g00620	g5476.t1, g5477.t1
OG0000391	Sp20g00403	g6047.t1
OG0000391	Sp02g01089	g18505.t1
OG0000392	Sp20g00265	g18161.t1, g6174.t1
OG0000393	Sp17g00328, Sp16g00650	g6486.t1
OG0000393	Sp11g00650	g15449.t1
OG0000394	Sp19g00058	g19261.t1, g7037.t1
OG0000394	Sp05g00020	g7036.t1
OG0000395	Sp02g01189	g18594.t1
OG0000395	Sp11g00599	g15494.t1
OG0000395	Sp05g00694	g7165.t1
OG0000396	Sp12g00313	g13751.t1
OG0000396	Sp05g00748	g7218.t1
OG0000396	Sp17g00291, Sp11g00676	g15426.t1
OG0000397	Sp15g00294	g19019.t1
OG0000397	Sp05g00782	g7257.t1
OG0000398	Sp05g00830	g7302.t1, g15359.t1
OG0000398	Sp12g00529	g13941.t1
OG0000399	Sp05g00879, Sp12g00630	g7351.t1
OG0000399	Sp12g00631	g14027.t1
OG0000400	Sp05g00996, Sp18g00239, Sp12g00789	g7455.t1
OG0000400	Sp15g00073	g18780.t1
OG0000401	Sp05g01009	g7462.t1
OG0000402	Sp11g00963	g15158.t1
OG0000402	Sp05g01088	g7544.t1
OG0000403	Sp06g00616	g7592.t1
OG0000404	Sp06g00468, Sp06g00476	g7722.t1, g14482.t1
OG0000404	Sp06g00470, Sp06g00474	g7718.t1
OG0000405	Sp06g00370	g7831.t1
OG0000405	Sp06g00366	g7834.t1
OG0000406	Sp07g00967	g7866.t1
OG0000407	Sp06g01207	g8635.t1
OG0000408	Sp19g00257	g8916.t1
OG0000409	Sp19g00260	g8919.t1
OG0000410	Sp09g00066	g9330.t1
OG0000411	Sp09g00435	g9674.t1
OG0000411	Sp13g00076	g18298.t1
OG0000412	Sp09g00648	g9861.t1
OG0000412	Sp11g00774	g15333.t1
OG0000412	Sp12g00612	g14011.t1
OG0000413	Sp16g00209	g13327.t1
OG0000413	Sp09g01065	g10037.t1
OG0000413	Sp03g00332	g17008.t1
OG0000414	Sp09g00879	g10207.t1
OG0000415	Sp04g01491	g10348.t1
OG0000416	Sp03g01027	g16331.t1
OG0000416	Sp18g00652, Sp04g01238	g10583.t1
OG0000417	Sp11g00370	g15702.t1
OG0000417	Sp04g01084	g11893.t1, g10721.t1
OG0000418	Sp14g00802	g12569.t1
OG0000418	Sp04g01027	g10777.t1, g10778.t1
OG0000419	Sp04g00853	g10949.t1, g10948.t1
OG0000420	Sp04g00759	g11035.t1
OG0000420	Sp04g00761	g11034.t1
OG0000421	Sp04g00540	g11263.t1
OG0000421	Sp18g00247	g14893.t1
OG0000422	Sp14g00586	g11976.t1
OG0000423	Sp13g00112	g18264.t1
OG0000423	Sp14g00495	g12062.t1
OG0000424	Sp02g00257	g17542.t1
OG0000424	Sp14g00164	g12368.t1
OG0000425	Sp17g00512	g12648.t1
OG0000425	Sp17g00519, Sp17g00517	g12645.t1
OG0000425	Sp17g00515, Sp17g00513	g12647.t1
OG0000426	Sp17g00431	g12717.t1, g12709.t1
OG0000426	Sp17g00461	g12708.t1
OG0000427	Sp17g00207	g12935.t1
OG0000427	Sp17g00197, Sp17g00202, Sp17g00196, Sp17g00195	g12940.t1
OG0000428	Sp12g00487	g13922.t1
OG0000428	Sp11g00739	g15365.t1
OG0000428	Sp15g00206	g18926.t1
OG0000429	Sp12g00558	g13960.t1
OG0000429	Sp15g00195	g18917.t1, g18876.t1
OG0000430	Sp12g00712	g14103.t1, g14107.t1, g14109.t1, g14106.t1, g14102.t1
OG0000431	Sp12g00813	g14201.t1
OG0000431	Sp03g01171	g16210.t1
OG0000432	Sp12g00133	g14379.t1
OG0000433	Sp03g00991	g16366.t1
OG0000433	Sp18g00538	g14613.t1
OG0000434	Sp18g00483	g14666.t1
OG0000435	Sp18g00674	g14841.t1
OG0000436	Sp11g00673	g15428.t1
OG0000437	Sp11g00568	g15524.t1
OG0000437	Sp15g00440	g19165.t1, g19166.t1
OG0000438	Sp11g00146	g15888.t1
OG0000439	Sp11g00047	g15984.t1
OG0000439	Sp03g00783	g16561.t1
OG0000440	Sp02g00741	g18001.t1
OG0000445	Sp17g00309	g12835.t1
OG0000445	Sp13g00957	g48.t1
OG0000446	Sp13g00863	g129.t1, g9189.t1
OG0000446	Sp16g00707	g6448.t1
OG0000447	Sp13g00792	g190.t1
OG0000447	Sp16g00546	g3238.t1
OG0000448	Sp13g00707	g264.t1
OG0000448	Sp17g00019	g13103.t1
OG0000449	Sp18g00051	g15091.t1
OG0000449	Sp11g00512	g15579.t1
OG0000449	Sp13g00696	g275.t1
OG0000450	Sp13g00655	g315.t1
OG0000451	Sp08g01213	g952.t1
OG0000451	Sp06g00457	g7735.t1
OG0000451	Sp13g00654	g316.t1
OG0000452	Sp19g00087	g327.t1, g19289.t1
OG0000453	Sp13g00578	g386.t1
OG0000453	Sp05g00216	g6897.t1
OG0000454	Sp08g00922	g1208.t1
OG0000454	Sp13g00570	g393.t1
OG0000455	Sp19g00189	g8852.t1
OG0000455	Sp13g00551	g410.t1
OG0000456	Sp13g00523	g434.t1
OG0000456	Sp03g00310	g17031.t1
OG0000457	Sp01g01049	g3962.t1
OG0000457	Sp13g00472	g479.t1
OG0000457	Sp08g00648	g1445.t1
OG0000458	Sp08g00493	g1595.t1
OG0000458	Sp13g00433	g512.t1
OG0000459	Sp08g00446	g1635.t1
OG0000459	Sp13g00410, Sp13g00409	g527.t1
OG0000460	Sp08g00344	g1734.t1
OG0000460	Sp13g00367	g562.t1
OG0000460	Sp06g00717	g8213.t1
OG0000461	Sp13g00318	g608.t1
OG0000461	Sp01g00339	g4607.t1
OG0000462	Sp19g00435	g9101.t1
OG0000462	Sp08g00208	g1953.t1
OG0000462	Sp13g00313	g612.t1
OG0000463	Sp08g00173	g1993.t1
OG0000463	Sp08g00171	g1994.t1
OG0000463	Sp08g00175	g1990.t1
OG0000463	Sp13g00309	g619.t1
OG0000464	Sp13g00260	g665.t1
OG0000465	Sp05g00621	g6536.t1
OG0000465	Sp13g00201	g721.t1
OG0000467	Sp03g00008, Sp09g01194	g17285.t1, g813.t1
OG0000468	Sp19g00014	g19219.t1
OG0000468	Sp08g01312	g865.t1
OG0000469	Sp08g01296	g879.t1
OG0000470	Sp09g00911	g10177.t1
OG0000470	Sp08g01281	g893.t1
OG0000471	Sp08g01270	g903.t1
OG0000471	Sp19g00028	g19232.t1
OG0000472	Sp20g00159	g6275.t1
OG0000472	Sp08g01206	g958.t1
OG0000473	Sp08g01124	g1032.t1
OG0000473	Sp05g00034	g7023.t1
OG0000474	Sp08g01122	g1033.t1
OG0000474	Sp19g00082	g1034.t1, g19284.t1
OG0000475	Sp03g00617	g16725.t1
OG0000475	Sp08g01029	g1118.t1
OG0000476	Sp08g00960	g1168.t1, g1169.t1
OG0000477	Sp05g01022	g7475.t1
OG0000477	Sp08g00837	g1282.t1
OG0000478	Sp08g00784	g1320.t1
OG0000478	Sp08g00785	g1319.t1
OG0000479	Sp08g00680	g18693.t1, g1409.t1, g1405.t1
OG0000479	Sp08g00687	g1415.t1
OG0000480	Sp19g00290	g8952.t1
OG0000480	Sp08g00480	g1609.t1
OG0000481	Sp08g00383	g1698.t1
OG0000481	Sp03g00813	g16534.t1
OG0000482	Sp08g00349	g1729.t1
OG0000483	Sp08g00291	g1784.t1
OG0000483	Sp20g00575	g9218.t1
OG0000484	Sp06g00073	g8074.t1
OG0000484	Sp01g01681	g1840.t1
OG0000485	Sp01g01628	g1897.t1
OG0000485	Sp06g01249	g8675.t1
OG0000485	Sp10g01023	g5817.t1
OG0000486	Sp06g01231	g8659.t1
OG0000486	Sp01g01597	g1925.t1
OG0000487	Sp01g01594	g1929.t1
OG0000487	Sp03g01251	g16138.t1
OG0000488	Sp19g00418	g9084.t1
OG0000488	Sp08g00199	g1965.t1
OG0000489	Sp08g00133	g2024.t1, g2023.t1
OG0000490	Sp07g00035	g2139.t1
OG0000490	Sp03g00895	g16451.t1
OG0000491	Sp07g00043	g2148.t1
OG0000491	Sp09g00830	g10257.t1
OG0000492	Sp07g00072	g2170.t1
OG0000492	Sp03g01291	g16103.t1
OG0000493	Sp07g00079	g2176.t1
OG0000493	Sp03g01298	g16095.t1
OG0000494	Sp07g00085	g2183.t1
OG0000494	Sp06g01228	g8655.t1
OG0000495	Sp01g00418	g4549.t1
OG0000495	Sp07g00101	g2195.t1
OG0000496	Sp07g00109	g2203.t1
OG0000496	Sp09g00871	g10215.t1
OG0000497	Sp07g00230	g2324.t1
OG0000497	Sp03g00380	g16972.t1
OG0000498	Sp07g00425	g2509.t1
OG0000498	Sp16g00035	g13151.t1
OG0000499	Sp20g00368	g6081.t1
OG0000499	Sp07g00432	g2517.t1
OG0000499	Sp16g00069	g13183.t1
OG0000500	Sp07g00453	g2541.t1
OG0000501	Sp07g00465	g2553.t1
OG0000501	Sp01g01813	g3596.t1
OG0000501	Sp02g00779	g18041.t1
OG0000502	Sp07g00494	g2584.t1
OG0000503	Sp07g00512	g2622.t1
OG0000503	Sp16g00153	g13273.t1
OG0000504	Sp04g00600	g11201.t1
OG0000504	Sp07g00556	g2663.t1
OG0000505	Sp07g00566	g2672.t1
OG0000505	Sp04g00632	g11166.t1
OG0000506	Sp04g00728	g11066.t1
OG0000506	Sp07g00596	g2705.t1
OG0000507	Sp10g00249	g5122.t1
OG0000507	Sp07g00619	g2725.t1
OG0000507	Sp04g00770	g11026.t1
OG0000508	Sp07g00628	g2734.t1
OG0000508	Sp16g00253	g13367.t1
OG0000509	Sp07g00719	g2811.t1
OG0000509	Sp04g01063	g10743.t1
OG0000510	Sp07g00737	g2830.t1
OG0000510	Sp16g00327	g13427.t1
OG0000511	Sp04g00941	g10866.t1
OG0000511	Sp07g00748	g2841.t1
OG0000512	Sp07g00749	g2842.t1
OG0000512	Sp12g00001	g14479.t1
OG0000513	Sp07g00786	g2877.t1
OG0000513	Sp11g00708	g15393.t1
OG0000514	Sp07g00832	g2931.t1
OG0000514	Sp03g01102	g16274.t1
OG0000515	Sp07g00883	g2971.t1
OG0000515	Sp18g00248	g14892.t1
OG0000515	Sp04g01428	g10401.t1
