Orthogroup	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins
OG0000198	g14365.t1	Sp12g00149
OG0000199	g14804.t1	Sp18g00339
OG0000199	g14809.t1	Sp18g00334
OG0000199	g14812.t1	Sp18g00330
OG0000200	g14995.t1	Sp18g00149
OG0000201	g18682.t1	Sp02g01289
OG0000204	g59.t1	Sp13g00940
OG0000204	g7617.t1, g18195.t1	Sp02g00941
OG0000205	g81.t1, g84.t1	Sp13g00914
OG0000205	g86.t1	Sp13g00909
OG0000205	g4888.t1, g87.t1, g82.t1	Sp13g00911
OG0000205	g88.t1	Sp13g00908
OG0000206	g9050.t1, g1806.t1	Sp08g00266
OG0000206	g9049.t1	Sp17g00542
OG0000206	g102.t1	Sp17g00540, Sp13g00893
OG0000207	g966.t1	Sp08g01197
OG0000207	g16509.t1	Sp03g00842
OG0000207	g6863.t1	Sp05g00248
OG0000207	g422.t1	Sp13g00539
OG0000208	g1596.t1	Sp08g00492
OG0000208	g511.t1	Sp13g00434
OG0000209	g1144.t1	Sp08g00987
OG0000209	g1724.t1	Sp08g00355
OG0000209	g1786.t1	Sp08g00289
OG0000210	g5464.t1	Sp10g00607
OG0000210	g2463.t1	Sp07g00376
OG0000210	g11749.t1	Sp15g00264, Sp04g00025
OG0000211	g9206.t1, g3083.t1	Sp07g00995
OG0000211	g15948.t1	Sp11g00088
OG0000211	g9907.t1	Sp09g00695
OG0000212	g3459.t1	Sp01g01564
OG0000212	g18447.t1	Sp02g01015
OG0000212	g5797.t1	Sp10g01004
OG0000213	g8114.t1	Sp06g00029
OG0000213	g3544.t1	Sp01g01759
OG0000213	g5875.t1	Sp10g01078
OG0000214	g3686.t1	Sp01g01322
OG0000214	g3689.t1	Sp06g01234, Sp01g01319
OG0000215	g8551.t1	Sp06g01090
OG0000215	g7938.t1, g3700.t1	Sp01g01309
OG0000216	g3764.t1	Sp01g01249
OG0000216	g4072.t1	Sp10g00752
OG0000217	g3782.t1, g16836.t1, g4772.t1	Sp01g00120
OG0000218	g7901.t1	Sp06g00287
OG0000218	g3822.t1	Sp01g01195
OG0000220	g4157.t1	Sp01g00834
OG0000220	g7756.t1	Sp06g00441
OG0000220	g5560.t1	Sp10g00708
OG0000221	g4185.t1	Sp01g00805
OG0000221	g7565.t1	Sp06g00647
OG0000221	g9171.t1	Sp19g00510
OG0000222	g4281.t1	Sp01g00703
OG0000222	g4358.t1, g4356.t1	Sp01g00625, Sp01g00627
OG0000222	g4313.t1	Sp01g00674
OG0000223	g19035.t1	Sp15g00313
OG0000223	g7247.t1	Sp05g00776
OG0000223	g4348.t1	Sp01g00638
OG0000224	g4408.t1	Sp01g00581
OG0000224	g7619.t1	Sp06g00582
OG0000224	g5429.t1	Sp06g00672, Sp10g00574
OG0000225	g4753.t1	Sp01g00147
OG0000225	g8550.t1	Sp06g01089
OG0000225	g7934.t1	Sp06g00255
OG0000226	g5516.t1	Sp10g00665
OG0000226	g7705.t1	Sp06g00491
OG0000226	g6757.t1	Sp13g00436, Sp05g00368
OG0000227	g6529.t1	Sp16g00599
OG0000228	g8421.t1, g8422.t1, g8420.t1, g8423.t1, g17642.t1, g9424.t1	Sp02g00364
OG0000229	g18044.t1	Sp02g00782
OG0000229	g18042.t1	Sp02g00780
OG0000229	g9562.t1, g18045.t1	Sp09g00305
OG0000230	g10296.t1	Sp09g00785
OG0000231	g10784.t1	Sp04g01021
OG0000232	g11982.t1	Sp14g00577
OG0000232	g19356.t1	Sp19g00153
OG0000233	g12476.t1	Sp14g00056
OG0000233	g12475.t1	Sp14g00057
OG0000234	g15697.t1	Sp03g00665
OG0000234	g12754.t1	Sp17g00397
OG0000235	g14245.t1	Sp12g00856
OG0000235	g12871.t1	Sp17g00272
OG0000235	g15188.t1	Sp11g00933
OG0000236	g12903.t1, g12902.t1	Sp17g00240
OG0000236	g12901.t1	Sp17g00241
OG0000237	g19155.t1	Sp15g00432
OG0000237	g19156.t1	Sp15g00433
OG0000237	g13121.t1	Sp16g00004
OG0000237	g16952.t1	Sp03g00404
OG0000238	g13402.t1, g13403.t1	Sp16g00294
OG0000239	g15892.t1	Sp11g00143
OG0000239	g14185.t1	Sp12g00797
OG0000239	g18777.t1	Sp15g00069
OG0000240	g14811.t1	Sp18g00332
OG0000240	g14805.t1	Sp18g00338
OG0000241	g15248.t1	Sp11g00876
OG0000241	g15246.t1	Sp11g00878
OG0000243	g16477.t1, g16485.t1	Sp03g00875
OG0000243	g16488.t1	Sp03g00866
OG0000243	g16479.t1	Sp03g00873
OG0000244	g16588.t1	Sp03g00754, Sp03g00752
OG0000244	g16586.t1	Sp03g00755
OG0000245	g16622.t1	Sp03g00715
OG0000245	g16625.t1	Sp03g00713
OG0000246	g17715.t1	Sp06g00093, Sp06g00081, Sp02g00436
OG0000247	g18270.t1	Sp13g00106
OG0000250	g2028.t1	Sp08g00130
OG0000250	g68.t1	Sp13g00931
OG0000250	g18631.t1	Sp02g01231
OG0000251	g6351.t1	Sp20g00079
OG0000251	g17677.t1	Sp02g00398
OG0000252	g7389.t1	Sp05g00919
OG0000252	g369.t1	Sp13g00601
OG0000252	g1131.t1	Sp08g01002
OG0000253	g19343.t1	Sp19g00140
OG0000253	g381.t1	Sp13g00585, Sp13g00591, Sp13g00584
OG0000254	g408.t1	Sp13g00553
OG0000254	g1244.t1	Sp08g00893
OG0000255	g1327.t1	Sp08g00774
OG0000255	g438.t1	Sp13g00518
OG0000256	g529.t1	Sp13g00407
OG0000256	g6721.t1	Sp05g00404
OG0000257	g541.t1	Sp13g00392
OG0000257	g9033.t1	Sp19g00321
OG0000258	g694.t1	Sp13g00230
OG0000258	g9129.t1	Sp19g00466
OG0000258	g2076.t1	Sp08g00079
OG0000259	g2078.t1	Sp08g00075
OG0000259	g705.t1	Sp13g00219
OG0000259	g706.t1	Sp13g00218
OG0000260	g985.t1	Sp08g01177
OG0000260	g12225.t1	Sp14g00324
OG0000261	g1002.t1	Sp08g01159, Sp08g01160
OG0000261	g1003.t1	Sp08g01158
OG0000262	g1024.t1	Sp08g01136
OG0000262	g5324.t1	Sp10g00468
OG0000263	g10540.t1	Sp04g01277
OG0000263	g1107.t1	Sp08g01042
OG0000264	g1210.t1	Sp08g00921
OG0000264	g17612.t1, g17115.t1	Sp12g00786
OG0000264	g15231.t1	Sp11g00893
OG0000265	g1300.t1	Sp08g00807
OG0000265	g1298.t1	Sp08g00810
OG0000265	g7719.t1	Sp06g00471
OG0000265	g1301.t1	Sp08g00813, Sp08g00808, Sp08g00805
OG0000266	g1414.t1	Sp08g00681
OG0000266	g15894.t1	Sp11g00141
OG0000266	g13128.t1	Sp16g00011
OG0000266	g18694.t1	Sp08g00688
OG0000267	g8896.t1	Sp19g00241
OG0000267	g1434.t1	Sp08g00659
OG0000267	g17192.t1	Sp03g00142
OG0000268	g6726.t1	Sp05g00398
OG0000268	g1612.t1	Sp08g00468
OG0000269	g1676.t1	Sp08g00404
OG0000270	g6693.t1	Sp05g00458
OG0000270	g1710.t1	Sp08g00369
OG0000270	g1711.t1, g6692.t1	Sp05g00459
OG0000271	g13664.t1	Sp12g00215
OG0000271	g1717.t1	Sp08g00364
OG0000272	g8898.t1	Sp19g00243
OG0000272	g6806.t1	Sp05g00311
OG0000272	g1756.t1	Sp08g00322
OG0000273	g8669.t1	Sp06g01242
OG0000273	g1913.t1	Sp01g01609
OG0000274	g5812.t1	Sp10g01017
OG0000274	g1919.t1	Sp01g01602
OG0000274	g15556.t1	Sp14g00039, Sp11g00538
OG0000275	g9092.t1	Sp19g00425
OG0000275	g1976.t1	Sp08g00188
OG0000276	g18005.t1	Sp02g00744
OG0000276	g2125.t1	Sp07g00022
OG0000276	g16183.t1	Sp03g01196
OG0000277	g2201.t1	Sp07g00107
OG0000277	g10212.t1	Sp09g00874
OG0000278	g10159.t1	Sp09g00933
OG0000278	g2231.t1	Sp07g00134
OG0000278	g16608.t1	Sp03g00729
OG0000279	g2729.t1	Sp07g00623
OG0000279	g11013.t1	Sp04g00786
OG0000279	g5127.t1	Sp10g00253
OG0000280	g14890.t1	Sp18g00251
OG0000280	g3884.t1	Sp01g01130
OG0000280	g2981.t1	Sp07g00895
OG0000281	g3114.t1	Sp07g01018
OG0000281	g3116.t1	Sp07g01019
OG0000281	g3113.t1	Sp07g01016
OG0000282	g8636.t1	Sp06g01208
OG0000282	g5783.t1	Sp10g00988
OG0000282	g3423.t1	Sp01g01529
OG0000283	g5216.t1	Sp10g00356
OG0000283	g3486.t1	Sp01g01585
OG0000283	g5804.t1	Sp10g01010
OG0000284	g3831.t1	Sp01g01186
OG0000284	g3830.t1	Sp01g01188
OG0000284	g8779.t1	Sp18g00704
OG0000285	g3944.t1	Sp01g01069
OG0000285	g17818.t1	Sp02g00549
OG0000286	g8387.t1	Sp06g00903
OG0000286	g4099.t1	Sp01g00899
OG0000286	g5591.t1	Sp10g00740
OG0000287	g4197.t1	Sp01g00792
OG0000288	g4273.t1	Sp01g00711
OG0000288	g8193.t1, g8161.t1	Sp06g00684
OG0000289	g16048.t1, g4570.t1	Sp01g00380
OG0000290	g12208.t1	Sp14g00341
OG0000290	g4776.t1	Sp01g00114
OG0000290	g6234.t1	Sp20g00200
OG0000291	g5154.t1	Sp10g00282
OG0000291	g5158.t1	Sp10g00286
OG0000291	g4783.t1	Sp01g00107
OG0000292	g17066.t1	Sp03g00277
OG0000292	g4793.t1	Sp01g00097
OG0000293	g4838.t1	Sp01g00052
OG0000294	g5451.t1	Sp10g00594
OG0000294	g4949.t1	Sp10g00066
OG0000295	g4980.t1	Sp10g00096
OG0000295	g4979.t1	Sp10g00095
OG0000296	g5078.t1	Sp10g00197
OG0000296	g11188.t1	Sp04g00612
OG0000297	g5234.t1	Sp10g00371
OG0000297	g14834.t1	Sp18g00309
OG0000298	g5293.t1	Sp10g00441
OG0000298	g11673.t1	Sp04g00097
OG0000298	g5290.t1, g5291.t1	Sp10g00440
OG0000299	g5496.t1	Sp10g00635
OG0000299	g5506.t1, g5500.t1	Sp10g00640, Sp10g00636
OG0000300	g7836.t1	Sp18g00286
OG0000300	g5624.t1	Sp10g00779
OG0000300	g14855.t1	Sp06g00364
OG0000301	g5979.t1	Sp20g00472
OG0000301	g15668.t1	Sp11g00409
OG0000302	g6027.t1	Sp20g00423
OG0000302	g18546.t1	Sp02g01135
OG0000302	g11931.t1	Sp14g00629
OG0000303	g12034.t1	Sp14g00525
OG0000303	g12036.t1, g12035.t1, g6074.t1	Sp20g00376
OG0000304	g6153.t1	Sp20g00289
OG0000304	g9648.t1	Sp09g00398
OG0000304	g18217.t1	Sp13g00168
OG0000305	g17918.t1	Sp02g00653
OG0000305	g18289.t1	Sp13g00086, Sp13g00085
OG0000305	g6247.t1	Sp20g00185
OG0000306	g9127.t1	Sp19g00464
OG0000306	g6555.t1	Sp05g00600
OG0000307	g14753.t1	Sp18g00396
OG0000307	g10431.t1	Sp04g01398
OG0000307	g7202.t1	Sp05g00732
OG0000308	g19044.t1	Sp15g00321
OG0000308	g13766.t1	Sp12g00332
OG0000308	g7231.t1	Sp05g00760
OG0000309	g7318.t1	Sp05g00846, Sp05g00847
OG0000309	g7319.t1	Sp05g00849, Sp05g00850
OG0000310	g7432.t1	Sp05g00969
OG0000311	g7605.t1	Sp06g00600
OG0000311	g7603.t1	Sp06g00602
OG0000311	g7602.t1	Sp06g00603
OG0000312	g7778.t1	Sp06g00421
OG0000313	g8014.t1	Sp06g00153
OG0000313	g18492.t1	Sp02g01075
OG0000313	g18493.t1	Sp02g01076
OG0000314	g8397.t1	Sp06g00913
OG0000314	g8396.t1	Sp06g00912
OG0000315	g8796.t1	Sp03g01051, Sp18g00758
OG0000316	g10265.t1	Sp09g00820
OG0000316	g8984.t1	Sp19g00371
OG0000317	g15728.t1	Sp11g00347
OG0000317	g9839.t1	Sp09g00627
OG0000318	g10174.t1	Sp09g00914
OG0000318	g16571.t1	Sp03g00769
OG0000319	g11594.t1	Sp04g00185
OG0000319	g11431.t1	Sp04g00184, Sp04g00348
OG0000320	g11504.t1	Sp05g00827
OG0000321	g12105.t1	Sp14g00451
OG0000321	g12108.t1	Sp14g00448
OG0000321	g12107.t1	Sp14g00449
OG0000321	g12110.t1	Sp14g00446
OG0000321	g12111.t1	Sp14g00445
OG0000322	g15588.t1	Sp11g00500
OG0000322	g13104.t1	Sp17g00017
OG0000322	g12215.t1	Sp14g00334
OG0000324	g18604.t1	Sp02g01200
OG0000324	g18136.t1	Sp02g00880
OG0000324	g12881.t1	Sp17g00263
OG0000325	g13211.t1	Sp16g00093
OG0000326	g13216.t1	Sp02g00887, Sp16g00097
OG0000327	g13715.t1	Sp15g00358, Sp12g00267
OG0000327	g19076.t1	Sp15g00357, Sp12g00268
OG0000328	g13847.t1	Sp12g00413
OG0000329	g15836.t1	Sp11g00245
OG0000329	g13996.t1	Sp12g00598
OG0000330	g14469.t1	Sp12g00010
OG0000330	g19186.t1	Sp15g00461
OG0000331	g15330.t1	Sp11g00778
OG0000331	g18843.t1, g18884.t1	Sp15g00155
OG0000332	g15502.t1	Sp11g00594, Sp11g00592
OG0000333	g17371.t1	Sp02g00082
OG0000334	g17531.t1, g17372.t1	Sp02g00248
OG0000334	g17373.t1	Sp02g00083
OG0000335	g18399.t1	Sp02g00965
OG0000335	g18445.t1	Sp02g01014
OG0000336	g19020.t1	Sp15g00296, Sp15g00295
OG0000341	g14345.t1, g1.t1, g17291.t1, g9249.t1, g786.t1, g808.t1, g785.t1	Sp15g00001
OG0000342	g98.t1	Sp13g00897
OG0000343	g232.t1	Sp13g00743
OG0000343	g235.t1	Sp13g00740
OG0000344	g1759.t1	Sp08g00318
OG0000344	g564.t1	Sp13g00364
OG0000344	g14962.t1	Sp18g00182
OG0000345	g576.t1	Sp13g00352
OG0000345	g8992.t1	Sp19g00363
OG0000345	g1770.t1	Sp08g00306
OG0000346	g746.t1	Sp13g00172
OG0000347	g904.t1	Sp10g00058, Sp01g00949, Sp08g01269
OG0000347	g4944.t1	Sp10g00059
OG0000348	g940.t1	Sp08g01225
OG0000349	g1013.t1	Sp08g01146
OG0000349	g19269.t1	Sp07g00050, Sp19g00068
OG0000350	g7018.t1	Sp05g00038
OG0000350	g1025.t1	Sp08g01130
OG0000351	g1137.t1	Sp08g00995
OG0000351	g13175.t1	Sp16g00061, Sp16g00062
OG0000352	g1142.t1, g1141.t1	Sp08g00990
OG0000352	g18367.t1	Sp13g00013
OG0000353	g1313.t1	Sp08g00792
OG0000353	g13207.t1	Sp16g00089
OG0000354	g1361.t1	Sp08g00729
OG0000355	g18690.t1, g1406.t1, g1402.t1, g1411.t1, g18695.t1	Sp08g00689, Sp08g00685
OG0000356	g1537.t1	Sp08g00554
OG0000356	g1718.t1	Sp05g00463, Sp08g00363
OG0000357	g9039.t1	Sp19g00315
OG0000357	g1654.t1	Sp08g00427
OG0000358	g1834.t1, g1862.t1	Sp08g00237
OG0000358	g15267.t1	Sp11g00850
OG0000359	g1849.t1	Sp01g01673
OG0000359	g1848.t1	Sp01g01674
OG0000360	g1861.t1	Sp01g01665
OG0000360	g16573.t1	Sp03g00767
OG0000361	g1888.t1	Sp01g01637
OG0000361	g16251.t1	Sp01g01636, Sp03g01125
OG0000362	g12534.t1	Sp14g00002
OG0000362	g2127.t1	Sp07g00026
OG0000363	g4599.t1	Sp01g00349
OG0000363	g2140.t1	Sp07g00036, Sp07g00251
OG0000364	g5951.t1	Sp20g00501
OG0000364	g2214.t1	Sp07g00119
OG0000365	g2292.t1	Sp07g00188
OG0000366	g2335.t1	Sp07g00242
OG0000366	g17010.t1	Sp03g00330
OG0000367	g9980.t1, g2414.t1	Sp07g00324
OG0000368	g11207.t1	Sp04g00595
OG0000368	g2658.t1	Sp07g00552
OG0000369	g4939.t1	Sp10g00053
OG0000369	g4940.t1, g2863.t1	Sp07g00773
OG0000370	g2970.t1	Sp07g00882
OG0000370	g14924.t1	Sp18g00217
OG0000371	g11250.t1	Sp04g00553
OG0000371	g3041.t1	Sp07g00962
OG0000372	g13626.t1	Sp16g00572
OG0000372	g3209.t1, g13628.t1	Sp16g00574
OG0000372	g3212.t1, g13625.t1	Sp16g00571
OG0000373	g3343.t1	Sp01g01433, Sp01g01432, Sp01g01434, Sp01g01435, Sp01g01431
OG0000374	g3401.t1	Sp01g01505
OG0000375	g3469.t1	Sp01g01567
OG0000376	g3491.t1	Sp01g01694
OG0000376	g8082.t1, g8688.t1	Sp06g00065
OG0000377	g3871.t1	Sp01g01144
OG0000377	g7886.t1	Sp06g00305, Sp06g00306
OG0000378	g5662.t1	Sp10g00832
OG0000378	g3903.t1	Sp01g01111
OG0000379	g8410.t1	Sp06g00928
OG0000379	g4035.t1	Sp01g00966
OG0000379	g4032.t1	Sp01g00970
OG0000380	g8375.t1	Sp06g00893
OG0000380	g5604.t1	Sp10g00755
OG0000380	g4064.t1	Sp01g00935
OG0000381	g4193.t1	Sp01g00796
OG0000381	g5538.t1	Sp10g00688
OG0000382	g16330.t1	Sp03g01029
OG0000382	g4255.t1	Sp01g00731
OG0000383	g4481.t1	Sp01g00496
OG0000383	g8218.t1	Sp06g00723
OG0000384	g4761.t1	Sp01g00135
OG0000384	g18098.t1	Sp02g00838
OG0000385	g4827.t1	Sp01g00063
OG0000385	g10014.t1	Sp09g01098
OG0000385	g17147.t1	Sp03g00192
OG0000386	g4948.t1, g4947.t1	Sp10g00065
OG0000386	g10672.t1	Sp04g01144
OG0000387	g5166.t1	Sp10g00297
OG0000387	g13411.t1	Sp16g00303
OG0000388	g5227.t1	Sp10g00365
OG0000389	g13165.t1	Sp16g00052
OG0000389	g5264.t1	Sp10g00411
OG0000390	g5476.t1, g5477.t1	Sp10g00621, Sp10g00620
OG0000391	g6047.t1	Sp20g00403
OG0000391	g18505.t1	Sp02g01089
OG0000392	g18161.t1, g6174.t1	Sp20g00265
OG0000393	g6486.t1	Sp17g00328, Sp16g00650
OG0000393	g15449.t1	Sp11g00650
OG0000394	g19261.t1, g7037.t1	Sp19g00058
OG0000394	g7036.t1	Sp05g00020
OG0000395	g18594.t1	Sp02g01189
OG0000395	g15494.t1	Sp11g00599
OG0000395	g7165.t1	Sp05g00694
OG0000396	g13751.t1	Sp12g00313
OG0000396	g7218.t1	Sp05g00748
OG0000396	g15426.t1	Sp17g00291, Sp11g00676
OG0000397	g19019.t1	Sp15g00294
OG0000397	g7257.t1	Sp05g00782
OG0000398	g7302.t1, g15359.t1	Sp05g00830
OG0000398	g13941.t1	Sp12g00529
OG0000399	g7351.t1	Sp05g00879, Sp12g00630
OG0000399	g14027.t1	Sp12g00631
OG0000400	g7455.t1	Sp05g00996, Sp18g00239, Sp12g00789
OG0000400	g18780.t1	Sp15g00073
OG0000401	g7462.t1	Sp05g01009
OG0000402	g15158.t1	Sp11g00963
OG0000402	g7544.t1	Sp05g01088
OG0000403	g7592.t1	Sp06g00616
OG0000404	g7722.t1, g14482.t1	Sp06g00468, Sp06g00476
OG0000404	g7718.t1	Sp06g00470, Sp06g00474
OG0000405	g7831.t1	Sp06g00370
OG0000405	g7834.t1	Sp06g00366
OG0000406	g7866.t1	Sp07g00967
OG0000407	g8635.t1	Sp06g01207
OG0000408	g8916.t1	Sp19g00257
OG0000409	g8919.t1	Sp19g00260
OG0000410	g9330.t1	Sp09g00066
OG0000411	g9674.t1	Sp09g00435
OG0000411	g18298.t1	Sp13g00076
OG0000412	g9861.t1	Sp09g00648
OG0000412	g15333.t1	Sp11g00774
OG0000412	g14011.t1	Sp12g00612
OG0000413	g13327.t1	Sp16g00209
OG0000413	g10037.t1	Sp09g01065
OG0000413	g17008.t1	Sp03g00332
OG0000414	g10207.t1	Sp09g00879
OG0000415	g10348.t1	Sp04g01491
OG0000416	g16331.t1	Sp03g01027
OG0000416	g10583.t1	Sp18g00652, Sp04g01238
OG0000417	g15702.t1	Sp11g00370
OG0000417	g11893.t1, g10721.t1	Sp04g01084
OG0000418	g12569.t1	Sp14g00802
OG0000418	g10777.t1, g10778.t1	Sp04g01027
OG0000419	g10949.t1, g10948.t1	Sp04g00853
OG0000420	g11035.t1	Sp04g00759
OG0000420	g11034.t1	Sp04g00761
OG0000421	g11263.t1	Sp04g00540
OG0000421	g14893.t1	Sp18g00247
OG0000422	g11976.t1	Sp14g00586
OG0000423	g18264.t1	Sp13g00112
OG0000423	g12062.t1	Sp14g00495
OG0000424	g17542.t1	Sp02g00257
OG0000424	g12368.t1	Sp14g00164
OG0000425	g12648.t1	Sp17g00512
OG0000425	g12645.t1	Sp17g00519, Sp17g00517
OG0000425	g12647.t1	Sp17g00515, Sp17g00513
OG0000426	g12717.t1, g12709.t1	Sp17g00431
OG0000426	g12708.t1	Sp17g00461
OG0000427	g12935.t1	Sp17g00207
OG0000427	g12940.t1	Sp17g00197, Sp17g00202, Sp17g00196, Sp17g00195
OG0000428	g13922.t1	Sp12g00487
OG0000428	g15365.t1	Sp11g00739
OG0000428	g18926.t1	Sp15g00206
OG0000429	g13960.t1	Sp12g00558
OG0000429	g18917.t1, g18876.t1	Sp15g00195
OG0000430	g14103.t1, g14107.t1, g14109.t1, g14106.t1, g14102.t1	Sp12g00712
OG0000431	g14201.t1	Sp12g00813
OG0000431	g16210.t1	Sp03g01171
OG0000432	g14379.t1	Sp12g00133
OG0000433	g16366.t1	Sp03g00991
OG0000433	g14613.t1	Sp18g00538
OG0000434	g14666.t1	Sp18g00483
OG0000435	g14841.t1	Sp18g00674
OG0000436	g15428.t1	Sp11g00673
OG0000437	g15524.t1	Sp11g00568
OG0000437	g19165.t1, g19166.t1	Sp15g00440
OG0000438	g15888.t1	Sp11g00146
OG0000439	g15984.t1	Sp11g00047
OG0000439	g16561.t1	Sp03g00783
OG0000440	g18001.t1	Sp02g00741
OG0000445	g12835.t1	Sp17g00309
OG0000445	g48.t1	Sp13g00957
OG0000446	g129.t1, g9189.t1	Sp13g00863
OG0000446	g6448.t1	Sp16g00707
OG0000447	g190.t1	Sp13g00792
OG0000447	g3238.t1	Sp16g00546
OG0000448	g264.t1	Sp13g00707
OG0000448	g13103.t1	Sp17g00019
OG0000449	g15091.t1	Sp18g00051
OG0000449	g15579.t1	Sp11g00512
OG0000449	g275.t1	Sp13g00696
OG0000450	g315.t1	Sp13g00655
OG0000451	g952.t1	Sp08g01213
OG0000451	g7735.t1	Sp06g00457
OG0000451	g316.t1	Sp13g00654
OG0000452	g327.t1, g19289.t1	Sp19g00087
OG0000453	g386.t1	Sp13g00578
OG0000453	g6897.t1	Sp05g00216
OG0000454	g1208.t1	Sp08g00922
OG0000454	g393.t1	Sp13g00570
OG0000455	g8852.t1	Sp19g00189
OG0000455	g410.t1	Sp13g00551
OG0000456	g434.t1	Sp13g00523
OG0000456	g17031.t1	Sp03g00310
OG0000457	g3962.t1	Sp01g01049
OG0000457	g479.t1	Sp13g00472
OG0000457	g1445.t1	Sp08g00648
OG0000458	g1595.t1	Sp08g00493
OG0000458	g512.t1	Sp13g00433
OG0000459	g1635.t1	Sp08g00446
OG0000459	g527.t1	Sp13g00410, Sp13g00409
OG0000460	g1734.t1	Sp08g00344
OG0000460	g562.t1	Sp13g00367
OG0000460	g8213.t1	Sp06g00717
OG0000461	g608.t1	Sp13g00318
OG0000461	g4607.t1	Sp01g00339
OG0000462	g9101.t1	Sp19g00435
OG0000462	g1953.t1	Sp08g00208
OG0000462	g612.t1	Sp13g00313
OG0000463	g1993.t1	Sp08g00173
OG0000463	g1994.t1	Sp08g00171
OG0000463	g1990.t1	Sp08g00175
OG0000463	g619.t1	Sp13g00309
OG0000464	g665.t1	Sp13g00260
OG0000465	g6536.t1	Sp05g00621
OG0000465	g721.t1	Sp13g00201
OG0000467	g17285.t1, g813.t1	Sp03g00008, Sp09g01194
OG0000468	g19219.t1	Sp19g00014
OG0000468	g865.t1	Sp08g01312
OG0000469	g879.t1	Sp08g01296
OG0000470	g10177.t1	Sp09g00911
OG0000470	g893.t1	Sp08g01281
OG0000471	g903.t1	Sp08g01270
OG0000471	g19232.t1	Sp19g00028
OG0000472	g6275.t1	Sp20g00159
OG0000472	g958.t1	Sp08g01206
OG0000473	g1032.t1	Sp08g01124
OG0000473	g7023.t1	Sp05g00034
OG0000474	g1033.t1	Sp08g01122
OG0000474	g1034.t1, g19284.t1	Sp19g00082
OG0000475	g16725.t1	Sp03g00617
OG0000475	g1118.t1	Sp08g01029
OG0000476	g1168.t1, g1169.t1	Sp08g00960
OG0000477	g7475.t1	Sp05g01022
OG0000477	g1282.t1	Sp08g00837
OG0000478	g1320.t1	Sp08g00784
OG0000478	g1319.t1	Sp08g00785
OG0000479	g18693.t1, g1409.t1, g1405.t1	Sp08g00680
OG0000479	g1415.t1	Sp08g00687
OG0000480	g8952.t1	Sp19g00290
OG0000480	g1609.t1	Sp08g00480
OG0000481	g1698.t1	Sp08g00383
OG0000481	g16534.t1	Sp03g00813
OG0000482	g1729.t1	Sp08g00349
OG0000483	g1784.t1	Sp08g00291
OG0000483	g9218.t1	Sp20g00575
OG0000484	g8074.t1	Sp06g00073
OG0000484	g1840.t1	Sp01g01681
OG0000485	g1897.t1	Sp01g01628
OG0000485	g8675.t1	Sp06g01249
OG0000485	g5817.t1	Sp10g01023
OG0000486	g8659.t1	Sp06g01231
OG0000486	g1925.t1	Sp01g01597
OG0000487	g1929.t1	Sp01g01594
OG0000487	g16138.t1	Sp03g01251
OG0000488	g9084.t1	Sp19g00418
OG0000488	g1965.t1	Sp08g00199
OG0000489	g2024.t1, g2023.t1	Sp08g00133
OG0000490	g2139.t1	Sp07g00035
OG0000490	g16451.t1	Sp03g00895
OG0000491	g2148.t1	Sp07g00043
OG0000491	g10257.t1	Sp09g00830
OG0000492	g2170.t1	Sp07g00072
OG0000492	g16103.t1	Sp03g01291
OG0000493	g2176.t1	Sp07g00079
OG0000493	g16095.t1	Sp03g01298
OG0000494	g2183.t1	Sp07g00085
OG0000494	g8655.t1	Sp06g01228
OG0000495	g4549.t1	Sp01g00418
OG0000495	g2195.t1	Sp07g00101
OG0000496	g2203.t1	Sp07g00109
OG0000496	g10215.t1	Sp09g00871
OG0000497	g2324.t1	Sp07g00230
OG0000497	g16972.t1	Sp03g00380
OG0000498	g2509.t1	Sp07g00425
OG0000498	g13151.t1	Sp16g00035
OG0000499	g6081.t1	Sp20g00368
OG0000499	g2517.t1	Sp07g00432
OG0000499	g13183.t1	Sp16g00069
OG0000500	g2541.t1	Sp07g00453
OG0000501	g2553.t1	Sp07g00465
OG0000501	g3596.t1	Sp01g01813
OG0000501	g18041.t1	Sp02g00779
OG0000502	g2584.t1	Sp07g00494
OG0000503	g2622.t1	Sp07g00512
OG0000503	g13273.t1	Sp16g00153
OG0000504	g11201.t1	Sp04g00600
OG0000504	g2663.t1	Sp07g00556
OG0000505	g2672.t1	Sp07g00566
OG0000505	g11166.t1	Sp04g00632
OG0000506	g11066.t1	Sp04g00728
OG0000506	g2705.t1	Sp07g00596
OG0000507	g5122.t1	Sp10g00249
OG0000507	g2725.t1	Sp07g00619
OG0000507	g11026.t1	Sp04g00770
OG0000508	g2734.t1	Sp07g00628
OG0000508	g13367.t1	Sp16g00253
OG0000509	g2811.t1	Sp07g00719
OG0000509	g10743.t1	Sp04g01063
OG0000510	g2830.t1	Sp07g00737
OG0000510	g13427.t1	Sp16g00327
OG0000511	g10866.t1	Sp04g00941
OG0000511	g2841.t1	Sp07g00748
OG0000512	g2842.t1	Sp07g00749
OG0000512	g14479.t1	Sp12g00001
OG0000513	g2877.t1	Sp07g00786
OG0000513	g15393.t1	Sp11g00708
OG0000514	g2931.t1	Sp07g00832
OG0000514	g16274.t1	Sp03g01102
OG0000515	g2971.t1	Sp07g00883
OG0000515	g14892.t1	Sp18g00248
OG0000515	g10401.t1	Sp04g01428
